Category,SubCategory,CatID,CatShort,Explanations,Explanations_zh,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
SWOOSHES,WHOOSH,WHSH,WHSH,"A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.",嗖嗖的声音比嗖嗖的声音大。一个大物体会发出“嗖”的一声。坦克从你头顶飞过，或者小行星从你头顶掠过。另请参阅“DESIGNED-WHOOSH”了解非常风格化的呼啸声。,"Dart, Flash, Fly, Glide, Pass, Race, Rush, Swipe, Swishy, Swoop, Swoosh, Whir, Whirl, Whiz, Whoosh, Whooshy, Woosh, Zip, Zoom",呼呼声,呼呼声,呜呜,,
TOOLS,GARDEN,TOOLGrdn,TOOL,"Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.",花园中使用的手动工具、耙子、锄头等。另请参阅机械花园了解动力机器。对于非工具，另请参阅 OBJECTS-GARDEN。,"Broom, Cultivator, Edger, Fork, Garden, Hand, Hedge, Hoe, Hose, Lawn, Loppers, Mower, Pruner, Pruning, Rake, Shear, Shovel, Spade, Spades, Sprayer, Sprinkler, Tiller, Trimmer, Trowel, Weed, Weeder",工具,园林工具,耙子、锄头、铁锹、泥铲、扫把、修剪剪刀、花园叉、分蘖、园艺剪、铲子、除草机,,
TOOLS,HAND,TOOLHand,TOOL,"Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.",手动工具，不需要动力。锤子、扳手、钳子。另请参见工具花园。,"Allen, Bar, Chisel, Clamp, Cutter, Drill, File, Files, Grip, Gun, Hacksaw, Hammer, Hand, Knife, Level, Mallet, Measure, Pliers, Pry, Ratchet, Saw, Scissors, Scraper, Screwdriver, Shears, Snips, Socket, Staple, Tape, Toolbox, Utility, Vise, Wrench",工具,手持,锤子、螺丝刀、钳子、扳手、棘轮、插座、手锯、夹钳、刀具、撬棒、凿子、刮刀、钉枪、锉刀、剪刀,,
TOOLS,MISC,TOOLMisc,TOOL,Tool sounds not fitting another category in this list.,不适合归入本列表其他子类的工具类音效。,Miscellaneous,工具,其它,各种各样的,,
TOOLS,PNEUMATIC,TOOLPneu,TOOL,"Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.",气动工具，例如手提钻、气动棘轮、射钉枪。轮胎店里传来空气扳手的声音。,"Air, Chisel, Compressor, Drill, Grinder, Gun, Guns, Hammer, Hose, Impact, Jackhammer, Nail, Nailer, Pneumatic, Ratchet, Rivet, Sander, Spray, Stapler, Tool, Wrench",工具,气动,手提钻、气动工具、气动棘轮、射钉枪,,
TOOLS,POWER,TOOLPowr,TOOL,"Tools that require power. A sander, electric drill, dremel tool, circular saw.",需要电源的工具。砂光机、电钻、dremel 工具、圆锯。,"Air, Angle, Belt, Circular, Compressor, Drill, Driver, Grinder, Gun, Heat, Impact, Jigsaw, Miter, Nail, Planer, Power, Press, Reciprocating, Router, Sander, Saw, Screwdriver, Staple, Table, Tool",工具,电动,钻头、电锯、圆锯、线锯、砂光机、砂带机、槽刨机、电动螺丝刀、热风枪,,
TOYS,ELECTRONIC,TOYElec,TOY,"Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.",遥控车、老虎车。任何需要电源的儿童玩具。另请参见遥控飞机。,"Car, Controlled, Device, Digital, Entertainment, Furby, Gadget, Game, Gizmo, Interactive, Play, Remote, Screen, Slot, Tech, Toy, Train, Virtual",玩具,电动,遥控车、老虎机、语音益智玩具、电子宠物,,
TOYS,MECHANICAL,TOYMech,TOY,"Wind up robots, things like that. Toys with some mechanism or mechanical component.",给机器人上发条之类的东西。具有某种机构或机械部件的玩具。,"Box, Erector, Jack-in-the-Box, Kaleidoscope, Music, Robot, Slinky, Spring-Loaded, Tops, Toy, Wind-Up, Winding, Windup, Yo-Yo",玩具,机械,发条玩具、玩具机器人、发条玩具,,
TOYS,MISC,TOYMisc,TOY,Toy sounds not fitting another category in this list.,不适合归入本列表其他子类的玩具类音效。,"Action, Animal, Ball, Blocks, Building, Construction, Doll, Figure, Legos, Model, Plaything, Plushie, Puppet, Puzzle, Set, Stuffed",玩具,其它,动作人偶、娃娃、毛绒动物,,
TRAINS,BRAKE,TRNBrake,TRN,"Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.",尖叫的金属火车刹车轮，地铁刹车。通常是刺耳的声音。,"Bake, Brake, Brakes, Braking, Breaks, Grind, Halting, Pads, Rail, Railcar, Railway, Rolling, Screech, Shoes, Stock",火车,刹车,断裂、尖叫、摩擦,,
TRAINS,CLACK,TRNClak,TRN,"Train clacks isolated, constant clacking of trains passing or running.",火车嘎嘎声孤立无援，火车经过或运行时不断发出嘎嘎声。,"Clack, Clattering, Clickety-Clack, Railway, Rattling, Rhythmic, Track, Train, Wheel",火车,哐当,噼啪,,
TRAINS,DOOR,TRNDoor,TRN,"Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.",火车门、客运或货运列车的滑动门。有些与一般门类别重叠，也可能与VEHICLES-DOOR重叠。,"Access, Boxcar, Cab, Caboose, Car, Coach, Door, Hatch, Rail, Railway, Subway, Train",火车,门,火车门、地铁门、自动门,,
TRAINS,DIESEL,TRNDiesl,TRN,"Freight trains, large commercial diesel locomotives.",货运列车、大型商用内燃机车。,"Diesel, Diesel-Electric, Diesel-Powered, Freight, Locomotive, Passenger, Powerhouse, Railcar, Railway, Train",火车,内燃机车,柴油火车,,
TRAINS,ELECTRIC,TRNElec,TRN,"Commuter trains, elevated trains, light rail, SUBWAYS have their own category.",通勤列车、高架列车、轻轨、地铁都有自己的类别。,"City, Commuter, Inter-City, Light, Line, Maglev, Monorail, Rail, Railway, Regional, Train",火车,电力机车,通勤列车、区域列车、城市线、城际列车、轻轨,,
TRAINS,HIGH SPEED,TRNHspd,TRN,"Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.",高科技列车、磁悬浮、单轨列车、超级高铁、子弹头列车。,"350, AGV, AVE, Brightline, Bullet, CRH, Eurostar, Express, Hi-Tech, High-Speed, Hyperloop, ICE, Maglev, Monorails, Railway, Rapid, Shinkansen, Talgo, TGV, Train, X2000",火车,高速列车,高科技列车、磁悬浮列车、单轨列车、超级高铁、子弹头列车,,
TRAINS,HORN,TRNHorn,TRN,"Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.",火车喇叭、地铁喇叭。蒸汽火车汽笛可能会进入机械汽笛。,"Air, Commuter, Electric, Freight, High-Speed, Horn, Light, Locomotive, Passenger, Rail, Railway, Regional, Subway, Train, Tram",火车,鸣笛,火车喇叭、地铁喇叭,,
TRAINS,INTERIOR,TRNInt,TRN,"Interior trains, from Diesel to Commuter, onboard train sounds.",内部列车，从柴油列车到通勤列车，车内有火车声音。,"Aboard, Berth, Cabin, Caboose, Car, Carriage, City, Coach, Commuter, Compartment, Dining, Freight, Inter-City, Light, Line, Lounge, Luggage, Monorail, Observation, Onboard, Overnight, Passenger, Racks, Rail, Railway, Regional, Rider, Saloon, Seating, Sleeper, Subway, Train",火车,车厢内,通勤列车、区域列车、城市线、城际列车、轻轨、货运列车、地铁、单轨列车,,
TRAINS,MECHANISM,TRNMech,TRN,"Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.",与火车有关的耦合、解耦和其他机械声音。杠杆，火车专用的煤炭运输机械装置。,"Axles, Bearings, Brakes, Coupler, Couplers, Decouple, Railway, Shunt, Shunter, Suspension, Switcher, Wheels",火车,机械,分流、解耦,,
TRAINS,MISC,TRNMisc,TRN,Train sounds not fitting another category in this list.,不适合归入本列表其他子类的火车类音效。,"Miscellaneous, Railway",火车,其它,各种各样的,,
TRAINS,STEAM,TRNSteam,TRN,"Old steam powered trains, big smoke stack chugs.",老旧的蒸汽火车，巨大的烟囱呼啸而过。,"Boiler, Chuffing, Chugging, Coal, Firebox, Heritage, Hissing, Locomotive, Narrow-Gauge, Piston, Railway, Smokestack, Steam, Steam-Powered, Steaming, Tender",火车,蒸汽火车,蒸汽火车、煤炭火车,,
TRAINS,SUBWAY,TRNSbwy,TRN,"Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC",地铁、明显“地下”的列车、城市列车组上方的列车可能是电动列车中最好的。,"City, Commuter, Electric, Mass, Metro, MRT, Railcar, Railway, Rapid, Subway, System, Train, Transit, Tube, Tubes, Underground, Urban",火车,地铁,地铁、地铁、管、快速铁路,,
TRAINS,TRAM,TRNTram,TRN,"Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.",有轨电车、缆车、电车和有轨电车。有轨电车是沿着电缆“拉动”的，因此不是自供电的。电动有轨电车将前往TRAINS-ELECTRIC。,"Cable, Car, Funicular, Grip, Light, Mover, People, Rail, Railway, Streetcar, Tram, Tramcar, Tramway, Trolley, Trolleybus",火车,电车,电车、电车、缆车、索道缆车、抓地车,,
USER INTERFACE,ALERT,UIAlert,UI,"An alert tone or chime or notification. Something that gets Attention of User, startup chimes.",警报音、铃声或通知。引起用户注意的东西，启动铃声。,"Advisory, Alarm, Alert, Alertness, Attention, Blip, Caution, GUI, Message, Notice, Notification, Pop-Up, Prompt, Signal, Sound, Startup, Text, Tone, UI, UX, Warning",用户界面,警告,警报、提示音、短信、通知、启动,,
USER INTERFACE,BEEP,UIBeep,UI,"Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.",与各种技术、电话、计算机交互时，界面会发出嘟嘟声、嘟嘟声。另请参阅蜂鸣声类别。,"Alert, Audible, Audio, Beep, Bleep, Boop, Chime, Computer, GUI, Notification, Phone, Prompt, Signal, Sound, Tone, UI, UX, Warning",用户界面,提示音,电脑蜂鸣、手机蜂鸣,,
USER INTERFACE,CLICK,UIClick,UI,"Typing clicks, button press clicks, response to input.",打字点击、按钮按下点击、响应输入。,"Button, Choose, Click, GUI, Interaction, Interface, Menu, Navigation, Pick, Press, Select, Tap, Type, UI, UX",用户界面,点击,单击、点击、键入,,
USER INTERFACE,DATA,UIData,UI,"User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.",用户界面计算、扫描、思考、屏幕上显示的文本。屏幕出现乱码或乱码。,"Buffer, Bytes, Content, Data, Document, Download, File, GUI, Information, Input, Network, Processing, Record, Resource, Thinking, Transfer, UI, Upload, UX",用户界面,数据,数据、处理、信息、思考,,
USER INTERFACE,GLITCH,UIGlitch,UI,On Screen Glitches or Static. Malfunctioning computer or OS.,屏幕故障或静电。计算机或操作系统出现故障。,"Abnormality, Anomaly, Bug, Corrupt, Corruption, Crash, Defect, Distortion, Error, Failure, Fault, Flaw, Glitch, Glitchiness, GUI, Interference, Issue, Kernel, Malfunction, Message, Noise, Panic, Problem, Report, Static, UI, UX",用户界面,故障,故障、终结、失败、错误、,,
USER INTERFACE,MISC,UIMisc,UI,User Interface sounds not fitting another category in this list.,不适合归入本列表其他子类的用户界面类音效。,"GUI, Miscellaneous, UI, UX",用户界面,其它,各种各样的,,
USER INTERFACE,MOTION,UIMvmt,UI,"User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.",用户界面滑动、滑动、滚动。打开、关闭、出现、消失。,"Action, Activity, Animation, Choose, Confirm, Drag, Dynamics, Flick, GUI, Motion, Movement, Navigation, Page, Scroll, Swipe, Transition, UI, UX, Zoom",用户界面,动态,滑动、滚动、缩放、翻页,,
VEGETATION,GRASS,VEGEGras,VEGE,Individual movement of grass elements in a studio or exterior environment.,草元素在工作室或外部环境中的单独运动。,"Flora, Foliage, Grass, Grassland, Green, Greenery, Hay, Lawn, Meadow, Moss, Mow, Mown, Pasture, Rustle, Sod, Through, Turf, Walk, Weeds, Wheat",植物,草,草沙沙声、走过、干草、小麦,,
VEGETATION,LEAVES,VEGELeaf,VEGE,Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.,叶子元素在工作室或外部环境中的单独运动。跳进一堆树叶里。,"Alder, Apple, Ash, Aspen, Beech, Birch, Boxwood, Buckeye, Bushes, Cedar, Cherry, Chestnut, Cypress, Dogwood, Elm, Fall, Falling, Fern, Fir, Flora, Foliage, Fronds, Greenery, Hemlock, Hickory, Larch, Leaf, Leafage, Leaves, Magnolia, Mahogany, Maple, Oak, Petals, Pile, Pine, Poplar, Redwood, Scrub, Sequoia, Shoots, Shrub, Shrubbery, Spruce, Stems, Swirl, Sycamore, Thicket, Underbrush, Undergrowth, Willow, Yew",植物,叶,叶漩涡、落叶、叶堆,,
VEGETATION,MISC,VEGEMisc,VEGE,Vegetation and Foliage sounds not fitting another category in this list.,不适合归入本列表其他子类的植物类音效。,"Botanical, Flora, Foliage, Greenery, Plant, Shrub, Shrubs",植物,其它,叶子,,
VEGETATION,TREE,VEGETree,VEGE,Individual movement of tree and branch elements in a studio or exterior environment.,工作室或外部环境中树木和树枝元素的单独移动。,"Alder, Apple, Ash, Aspen, Bark, Beech, Birch, Boughs, Boxwood, Branch, Branches, Break, Buckeye, Canopy, Cedar, Cherry, Chestnut, Conifer, Crown, Cypress, Dogwood, Elm, Eucalyptus, Fall, Fir, Foliage, Forest, Greenery, Hemlock, Hickory, Larch, Magnolia, Mahogany, Maple, Oak, Palm, Pine, Poplar, Redwood, Sequoia, Snap, Spruce, Sycamore, Timber, Tree, Trunk, Twig, Willow, Wood, Yew",植物,树,树倒下、树枝折断、树枝折断、树枝,,
VEHICLES,ALARM,VEHAlrm,VEH,"Not sirens, but just Car alarms, car alarm arm and disarm chirps.",不是警报器，而是汽车警报器、汽车警报器布防和撤防鸣叫声。,"Alarm, Anti-Theft, Arm, Auto, Automobile, Car, Chirp, Disarm, Fob, Security, System",车辆,警报,汽车、汽车报警器、布防、撤防、遥控钥匙,,
VEHICLES,ANTIQUE,VEHAntq,VEH,"Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.",非常旧的车辆，例如 A 型、T 型。主要是汽车，但也可能有其他非常旧的车辆、卡车、拖拉机。,"A, Antique, Austin, Auto, Automobile, Car, Classic, Collectible, Duesenberg, Historic, Hudson, Model, Nash, Old-Fashioned, Packard, Pierce-Arrow, Rare, Roadster, Studebaker, T, Used, Vintage",车辆,古董车,汽车、轿车、机动车、奥尔兹莫比尔、老爷车、福特T型車,,
VEHICLES,ATV,VEHAtv,VEH,"All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.",全地形车、三轮和四轮车、沙丘车并排。,"All-Terrain, ATV, Buggy, Dune, Four-Wheeler, Off-Road, Quad, Quadricycle, Side-By-Side, Three-Wheeler, Utility, UTV",车辆,全地形车,四轮车、三轮车、四轮车、沙滩越野车,,
VEHICLES,BICYCLE,VEHBike,VEH,"Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.",自行车、卧式自行车、独轮车也有。任何形式的踏板动力自行车。,"10-Speed, Backpedal, Bicycle, Bike, BMX, Cycle, Derailleur, Downshift, Freewheel, Kickstand, Mountain, Pedal, Pedaler, Racer, Recumbent, Rider, Road, Spoke, Tandem, Ten-Speed, Training, Tricycle, Unicycle, Velocipede, Wheelie, Wheels",车辆,自行车,单车、自行车、斜躺自行车、独轮车、双轮双座自行车、自从车越野赛,,
VEHICLES,BRAKE,VEHBrake,VEH,Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.,各种刹车尖叫声和尖叫声。火车制动有其自己的类别。,"ABS, Anti-Lock, Auto, Automobile, Brake, Brakes, Car, Decelerate, Disc, Drum, Grind, Halt, Hydraulic, Rotor, Screech, Squeal, Stop",车辆,刹车,刹车异响、异响、摩擦声、刺耳声,,
VEHICLES,BUS,VEHBus,VEH,"City buses, school buses, Greyhound buses.",城市巴士、校车、灰狗巴士。,"Bus, Buses, City, Coach, Coaches, Double-Decker, Fleet, Greyhound, School, Shuttle, Sightseeing, Tour, Transit",车辆,公交车,城市巴士、校车、灰狗巴士、长途巴士、旅游巴士、双层巴士,,
VEHICLES,CAR,VEHCar,VEH,"All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...",除明显古董外的所有汽车。.将 ERA 添加到元数据以使搜索更容易。 20世纪50年代、20世纪60年代。.。,"Auto, Automobile, Automobiles, Autos, Car, Compact, Convertible, Coupe, Crossover, Hatchback, Luxury, Rental, Sedan, Sports, Station, Subcompact, Taxi, Wagon",车辆,汽车,汽车、机动车,,
VEHICLES,CONSTRUCTION,VEHCnst,VEH,"Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.",起重机、推土机、铺路车以及任何与建筑相关的车辆都可以放在这里。,"Backhoe, Bulldozer, Concrete, Constructor, Crane, Digger, Dump, Excavator, Forklift, Grader, Loader, Mixer, Paver, Road, Roller, Skid, Truck, Wrecker",车辆,工程车,起重机、推土机、挖土机、挖掘机、挖掘机、铲车,,
VEHICLES,DOOR,VEHDoor,VEH,"Car, van, truck. Their doors all go here.",汽车、货车、卡车。他们的门都开到这里。,"Auto, Automobile, Car, Close, Compact, Convertible, Coupe, Crossover, Door, Drivers, Hatchback,Hood, Liftgate, Luxury, Open, Passenger, Rental, Sedan, Sports, Station, Subcompact, Taxi, Tailgate, Slam, SUV, Truck, Trunk, Van",车辆,门,汽车、车门、货车门、卡车门,,
VEHICLES,ELECTRIC,VEHElec,VEH,"Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.",电动高尔夫球车、电动滑板车、电动汽车。一辆特斯拉。任何种类的电动汽车，甚至电动摩托车。,"Auto, Automobile, Car, Cart, E-Bike, Electric, Electrified, EV, Go-Kart, Gold, Golf, Hybrid, Motorcycle, Plug-In, Rivian, Scooter, Segway, Tesla",车辆,电动,两轮电动平衡车、高尔夫球车、电动滑板车、电动车、电动摩托车、特斯拉,,
VEHICLES,EMERGENCY,VEHEmrg,VEH,"Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.",特别是紧急车辆，如消防车、救护车、警车。孤立的警报器将静止至VEHICLES-ALARMS。,"Ambulance, Auto, Automobile, Car, Engine, Fire, Firetruck, First, Hazmat, K9, Paramedic, Patrol, Police, Rescue, Responder, Search, SWAT, Truck, Unit, Van, Vehicle",车辆,紧急状态,消防车、消防车、救护车、警车、特警车,,
VEHICLES,FARM,VEHFarm,VEH,"I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.",我将农用拖拉机放在这里，有些可能与工程车辆重叠。也许骑乘式割草机最适合机械花园。,"Agricultural, Bale, Carrier, Cart, Combine, Crop, Cultivator, Drill, Duster, Equipment, Farm, Fertilizer, Forage, Grain, Harvester, Hay, Husker, Irrigation, Irrigator, Livestock, Manure, Plow, Processor, Rake, Seed, Seeder, Sprayer, Spreader, Sprinkler, Tiller, Tractor, Tractors, Truck, Wagon",车辆,农场,拖拉机、收割机、脱壳机、骑乘式割草机,,
VEHICLES,FREIGHT,VEHFrght,VEH,"Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.",大型卡车、卡车、半挂卡车、U-Haul 卡车，不适用于火车，它们有自己的类别。,"Big, Box, Cargo, Delivery, Flatbed, Freight, Hauler, Hauling, Livestock, Logging, Lorry, Moving, Penske, Rigs, Semi, Semi-Truck, Shipping, Tanker, Transport, Truck, Trucked, Trucking, Trucks, U-Haul",车辆,货车,大型钻机、卡车、半卡车、U-haul 卡车、penske、箱式卡车、货运卡车,,
VEHICLES,GENERIC BY,VEHBy,VEH,"Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.",普通或一般车辆经过，而不是“交通”。特定汽车的 Bys 与该汽车一起使用。对于团体路过，请使用 AMBIENCE-TRAFFIC。,"Auto, Automobile, By, Car, Pass, Passing",车辆,通用驰过,汽车、路过,,
VEHICLES,HORN,VEHHorn,VEH,Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.,特别是汽车和车辆喇叭。 BOATS-HORNS 和 TRAINS-HORN 有自己的类别。雾喇叭将进入 HORNS-AIR。,"Auto, Automobile, Beep, Bus, Car, Honk, Honker, Hooter, Horn, Hour, Motorcycle, Rush, Semi, SUV, Toot, Truck",车辆,鸣笛,汽车、汽车喇叭,,
VEHICLES,INTERIOR,VEHInt,VEH,"Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.",汽车、卡车、货车内饰的室内录音（环境声），从客车到移动卡车的后面，再到公交车内。,"Auto, Automobile, Bus, Car, Driver, Driving, Inside, Interior, Limousine, Onboard, Passenger, Seat, Semi, Truck, Van, Vehicle",车辆,车内,汽车、卡车、面包车、车内饰、驾驶、车载,,
VEHICLES,JALOPY,VEHJalop,VEH,"Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.",事与愿违，车辆行驶不良。错误启动、溅射……用外语翻译为“故障”。另请参见卡通车辆。,"Auto, Automobile, Backfire, Banger, Beater, Bucket, Car, Clunker, FALSE, Heap, Hooptie, Hoopty, Jalopy, Junk, Junker, Lemon, Malfunctioning, Misfire, Misfiring, Old, Ramshackle, Rattletrap, Relic, Rust, Rustbucket, Scrap, Start, Wreck",车辆,熄火,汽车、hoopty、旧车、垃圾车、错误启动、熄火、故障、逆火,,
VEHICLES,MECHANISM,VEHMech,VEH,"Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.",车辆上的各种机构，如安全带、车窗曲柄、门锁。,"Adjust, Auto, Automobile, Belt, Box, Brake, Car, Choke, Climate, Clutch, Compartment, Control, Crank, Gas Cap, Gear, Gearshift, Glove, Glovebox, Handbrake, Headlights, Ignition, Key, Lever, Mirror, Oil Cap, Parking, Rearview, Seat, Seatbelt, Shift, Side, Signal, Steering, Throttle, Trunk, Turn, Vent, Wheel, Window, Windshield, Wiper",车辆,设施,车窗曲柄、手套箱、挡风玻璃、雨刷、后备箱、安全带、安全带、转向灯、换档,,
VEHICLES,MILITARY,VEHMil,VEH,"Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.",明显的军用地面车辆。例如坦克和军用卡车。装甲运兵车、军用吉普车。另请参见军用飞机和军用船只。,"Amphibious, APC, Armored, Army, Carrier, Convoy, Hummer, Humvee, Jeep, Jeeps, Military, Panzer, Personnel, Tactical, Tank, Tanks, Transport, Troops",车辆,军用,坦克、APC、装甲运兵车、悍马、吉普车,,
VEHICLES,MISC,VEHMisc,VEH,Vehicles sounds not fitting another category in this list.,不适合归入本列表其他子类的车辆类音效。,"Auto, Automobile, Car, Limousine, Snowmobile",车辆,其它,雪地摩托,,
VEHICLES,MOTORCYCLE,VEHMoto,VEH,"Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.",踏板车、摩托车、维斯帕摩托车、越野摩托车……所有东西都是两轮驱动的。 ATV 转到车辆-ATV。,"Bike, Bikers, BMW, Chopper, Cruiser, Dirt, Dirtbike, Ducati, Handlebar, Harley, Hog, Honda, Indian, Kawasaki, KTM, Minibike, Moped, Mopeds, Moto, Motocross, Motorbike, Motorbikes, Motorcycle, Motorcyclists, Scooter, Scooters, Scrambler, Sidecar, Sport, Superbike, Supermotard, Suzuki, Touring, Triumph, Two-Wheeler, Vespa, Yamaha",车辆,摩托车,滑板车、摩托车、vespa、摩托车越野赛、越野车,,
VEHICLES,RACING,VEHRace,VEH,"Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.",赛车或飙车。印地赛车和一级方程式赛车、巨型卡车、赛艇都有自己的类别。,"1, Auto, Automobile, Car, Drag, Dragster, F1, Formula, Grand, Indy, Monster, NASCAR, Prix, Race, Racecar, Rally, Sports, Stock, Supercar, Track, Truck",车辆,赛车,汽车、赛车、飙车、indy、方程式赛车、纳斯卡、大奖赛、怪物卡车,,
VEHICLES,SIREN,VEHSirn,VEH,"Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.",警察、消防车、救护车警报器。任何VEHICLES-ALARMS。如果也出现发动机声音，另请参见车辆紧急情况。,"Air, Alarm, Ambulance, Auto, Automobile, Blare, Brazen, Call, Car, Cops, Emergency, Fighter, Fire, Firetruck, Hi-Lo, Hooter, Horn, Howler, Piercer, Police, Power, Siren, Truck, Wail, Warning, Whoop, Yelp",车辆,警报车辆,救护车、警察、警报器、消防车、消防员,,
VEHICLES,SKID,VEHSkid,VEH,"Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.",轮胎打滑、剥落。其他轮胎声音位于车辆轮胎中。,"ABS, Auto, Automobile, Burnout, Car, Careening, Chuff, Drift, Fishtail, Marks, Out, Peel, Screech, Skid, Skidmark, Slide, Spin, Squeal, Swerve, Tire",车辆,轮胎摩擦,轮胎打滑、剥落、引擎排气、爆胎,,
VEHICLES,SUSPENSION,VEHSusp,VEH,"Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.",适用于任何汽车、卡车、半挂车的悬架吱吱声和嘎嘎声。悬架弹簧。汽车或卡车在非常崎岖的道路上行驶。,"Absorber, Absorbers, Air, Anti-Roll, Arm, Arms, Auto, Automobile, Bar, Bump, Car, Chassis, Coilovers, Control, Dampers, Independent, Leaf, Macpherson, Multi-Link, Pothole, Rattle, Shock, Speed, Springs, Squeak, Stabilizer, Strut, Struts, Suspension, Sway, Torsion, Wishbone",车辆,悬挂,悬架、减震弹簧、吱吱声、嘎嘎声,,
VEHICLES,TIRE,VEHTire,VEH,"Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.",轮胎在各种表面上滚动、轮胎发出呜呜声、没有发动机声音、孤立的轮胎声音。轮胎漏气。,"All-Season, Bicycle, Blackwall, Bridgestone, Car, Dunlops, Firestone, Firestones, Flat, Goodyears, Hubcap, Innertube, Michelin, Motorcycle, Noise, Off-Road, Performance, Pirelli, Puncture, Racing, Radial, Rim, Rims, Road, Roll, Rubber, Run-Flat, Sidewall, Snow, Spare, Summer, Tire, Tires, Tread, Truck, Tubeless, Tyres, Wheel, Wheels, Whitewall, Winter",车辆,轮胎打滑,轮胎、滚、轮箍,,
VEHICLES,TRUCK VAN & SUV,VEHTruck,VEH,"Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.",客车、皮卡车、货车和 SUV。商用卡车属于车辆货运。,"Box, Camper, Cargo, Conversion, Cream, Delivery, Flatbed, Food, Ice, Microbus, Mini, Minibus, Minivan, Paddy, Panel, Passenger, Pickup, RV, Step, SUV, Tow, Truck, Van, Vans, Work",车辆,厢式车,轿车、汽车、客车、皮卡车、面包车、SUV、平板车、,,
VEHICLES,UTILITY,VEHUtil,VEH,"Golf carts, cushmans, traffic, gator, small motorized utility vehicles.",高尔夫球车、库什曼车、交通车、鳄鱼车、小型机动多用途车。,"By, Cushman, Gator, Ranger, RZR, Side, SXS, Ute, UTV",车辆,工具,沙滩越野车、排座式全地形车、双人车、全地域越野车、福特皮卡、多功能车,,
VEHICLES,WAGON,VEHWagn,VEH,"Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.",旧木马车、马车、马车、马车。驿马车。,"Amish, Buckboard, Buggy, Carriage, Carriages, Cart, Chariot, Drawbar, Hayride, Ox, Stagecoach, Waggon, Wagon, Wagons, Wain, Wood",车辆,马车,马车、驿马车、马车、马车、木车,,
