zh_synonym,subcategory_en,category,catid
公共演讲,FUTZED,VOICES,VOXFutz
公告,FUTZED,VOICES,VOXFutz
扩声器,FUTZED,VOICES,VOXFutz
演讲,HISTORICAL,VOICES,VOXHist
演讲,HISTORICAL,VOICES,VOXHist
抿嘴笑,LAUGH,VOICES,VOXLaff
嗬嗬,LAUGH,VOICES,VOXLaff
各种各样的,MISC,VOICES,VOXMisc
喔,REACTION,VOICES,VOXReac
啊哈,REACTION,VOICES,VOXReac
嗯哦,REACTION,VOICES,VOXReac
唔哼,REACTION,VOICES,VOXReac
呃,REACTION,VOICES,VOXReac
跌倒,SCREAM,VOICES,VOXScrm
喃喃自语,WHISPER,VOICES,VOXWhsp
煨,BUBBLES,WATER,WATRBubl
粘液,BUBBLES,WATER,WATRBubl
汩汩地流,DRAIN,WATER,WATRDran
潺潺声,DRAIN,WATER,WATRDran
雨水渠,DRAIN,WATER,WATRDran
扑通声,DRIP,WATER,WATRDrip
涓涓细流,DRIP,WATER,WATRDrip
渗漏,DRIP,WATER,WATRDrip
溪,FLOW,WATER,WATRFlow
溪,FLOW,WATER,WATRFlow
支流,FLOW,WATER,WATRFlow
溪,FLOW,WATER,WATRFlow
泼洒,IMPACT,WATER,WATRImpt
巨浪,IMPACT,WATER,WATRImpt
拍打冲刷,LAP,WATER,WATRLap
各种各样的,MISC,WATER,WATRMisc
玩水,MOVEMENT,WATER,WATRMvmt
溅水,MOVEMENT,WATER,WATRMvmt
扫水,MOVEMENT,WATER,WATRMvmt
踏水,MOVEMENT,WATER,WATRMvmt
马桶冲水,PLUMBING,WATER,WATRPlmb
喷头,PLUMBING,WATER,WATRPlmb
倒出,POUR,WATER,WATRPour
淌水,SPLASH,WATER,WATRSplsh
泼洒,SPLASH,WATER,WATRSplsh
淹没,SPLASH,WATER,WATRSplsh
雾气,STEAM,WATER,WATRStm
湿气,STEAM,WATER,WATRStm
溅射,STEAM,WATER,WATRStm
海岸线,SURF,WATER,WATRSurf
沙滩,SURF,WATER,WATRSurf
波浪池,TURBULENT,WATER,WATRTurb
急流,TURBULENT,WATER,WATRTurb
涡流,TURBULENT,WATER,WATRTurb
湍流,UNDERWATER,WATER,WATRUndwtr
暗流,UNDERWATER,WATER,WATRUndwtr
梯级瀑布,WATERFALL,WATER,WATRFall
防波堤,WAVE,WATER,WATRWave
叠浪,WAVE,WATER,WATRWave
锁子甲,ARMOR,WEAPONS,WEAPArmr
胸甲,ARMOR,WEAPONS,WEAPArmr
护具,ARMOR,WEAPONS,WEAPArmr
箭栓,ARROW,WEAPONS,WEAPArro
箭羽,ARROW,WEAPONS,WEAPArro
砍刀,AXE,WEAPONS,WEAPAxe
飞斧,AXE,WEAPONS,WEAPAxe
棒球棍,BLUNT,WEAPONS,WEAPBlnt
狼牙棒,BLUNT,WEAPONS,WEAPBlnt
球链,BLUNT,WEAPONS,WEAPBlnt
双节棍,BLUNT,WEAPONS,WEAPBlnt
战锤,BLUNT,WEAPONS,WEAPBlnt
壁板,BLUNT,WEAPONS,WEAPBlnt
铜指关节,BLUNT,WEAPONS,WEAPBlnt
连枷,BLUNT,WEAPONS,WEAPBlnt
长弓,BOW,WEAPONS,WEAPBow
弩,BOW,WEAPONS,WEAPBow
蝴蝶刀,KNIFE,WEAPONS,WEAPKnif
切肉刀,KNIFE,WEAPONS,WEAPKnif
战刀,KNIFE,WEAPONS,WEAPKnif
厨师刀,KNIFE,WEAPONS,WEAPKnif
弹弓,MISC,WEAPONS,WEAPMisc
长枪,POLEARM,WEAPONS,WEAPPole
鱼叉,POLEARM,WEAPONS,WEAPPole
戟,POLEARM,WEAPONS,WEAPPole
长柄斧,POLEARM,WEAPONS,WEAPPole
长柄斧,POLEARM,WEAPONS,WEAPPole
弹射器,SIEGE,WEAPONS,WEAPSiege
投石机,SIEGE,WEAPONS,WEAPSiege
攻城锤,SIEGE,WEAPONS,WEAPSiege
弩炮,SIEGE,WEAPONS,WEAPSiege
攻城塔,SIEGE,WEAPONS,WEAPSiege
阔剑,SWORD,WEAPONS,WEAPSwrd
细剑,SWORD,WEAPONS,WEAPSwrd
武士刀,SWORD,WEAPONS,WEAPSwrd
击剑剑,SWORD,WEAPONS,WEAPSwrd
武士刀,SWORD,WEAPONS,WEAPSwrd
大砍刀,SWORD,WEAPONS,WEAPSwrd
维京剑,SWORD,WEAPONS,WEAPSwrd
唐刀,SWORD,WEAPONS,WEAPSwrd
金属薄片,SWORD,WEAPONS,WEAPSwrd
牛鞭,WHIP,WEAPONS,WEAPWhip
马鞭,WHIP,WEAPONS,WEAPWhip
皮鞭,WHIP,WEAPONS,WEAPWhip
各种各样的,MISC,WEATHER,WTHR
恶劣天气,STORM,WEATHER,STORM
霹雳,THUNDER,WEATHER,THUN
炸雷,THUNDER,WEATHER,THUN
滚雷,THUNDER,WEATHER,THUN
人浪,HUMAN,WHISTLES,WHSTHmn
声浪,HUMAN,WHISTLES,WHSTHmn
狼哨,HUMAN,WHISTLES,WHSTHmn
船笛,MECHANICAL,WHISTLES,WHSTMech
嘟嘟,MECHANICAL,WHISTLES,WHSTMech
火车汽笛,MECHANICAL,WHISTLES,WHSTMech
鼻笛,MISC,WHISTLES,WHSTMisc
风力机,DESIGNED,WIND,WINDDsgn
合成的,DESIGNED,WIND,WINDDsgn
人工的,DESIGNED,WIND,WINDDsgn
各种各样的,GENERAL,WIND,WIND
大风,GUST,WIND,WINDGust
小束,GUST,WIND,WINDGust
大风,GUST,WIND,WINDGust
乱舞,GUST,WIND,WINDGust
草稿,INTERIOR,WIND,WINDInt
狂风,TURBULENT,WIND,WINDTurb
沙沙声,VEGETATION,WIND,WINDVege
遮罩,COVERING,WINDOWS,WNDWCover
遮光罩,COVERING,WINDOWS,WNDWCover
窗户栓,HARDWARE,WINDOWS,WNDWHdwr
窗锁,HARDWARE,WINDOWS,WNDWHdwr
车窗密封条,HARDWARE,WINDOWS,WNDWHdwr
窗格,KNOCK,WINDOWS,WNDWKnck
金属框架,METAL,WINDOWS,WNDWMetl
各种各样的,MISC,WINDOWS,WNDWMisc
塑料框架,PLASTIC,WINDOWS,WNDWPlas
鸟翼,BIRD,WINGS,WINGBird
龙翼,CREATURE,WINGS,WINGCrea
仙女翼,CREATURE,WINGS,WINGCrea
狮鹫翼,CREATURE,WINGS,WINGCrea
狮身人面像翼,CREATURE,WINGS,WINGCrea
天使翼,CREATURE,WINGS,WINGCrea
凤凰翼,CREATURE,WINGS,WINGCrea
巨鸟翼,CREATURE,WINGS,WINGCrea
蜻蜓,INSECT,WINGS,WINGInsc
蛾,INSECT,WINGS,WINGInsc
蝴蝶,INSECT,WINGS,WINGInsc
甲虫,INSECT,WINGS,WINGInsc
圣甲虫,INSECT,WINGS,WINGInsc
蝗虫,INSECT,WINGS,WINGInsc
各种各样的,MISC,WINGS,WINGMisc
尖叫声,FRICTION,WOOD,WOODFric
各种各样的,MISC,WOOD,WOODMisc
拔剑,TONAL,WOOD,WOODTonl
瑜伽,TONAL,WOOD,WOODTonl
音律,TONAL,WOOD,WOODTonl
