Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
OBJECTS,ZIPPER,OBJZipr,OBJ,"Pant zippers, bag zippers, luggage zippers.","Bag, Closure, Closures, Fastener, Jacket, Pants, Slider, Tent, Zip, Zipper, Zips",物件,拉链,拉链、裤子、夹克、帐篷、包,,
PAPER,FLUTTER,PAPRFltr,PAPR,"Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","Cardboard, Confetti, Crinkling, Fall, Flap, Flapping, Flittering, Flutter, Fluttering, Kraft, Manila, Paper, Papyrus, Parchment, Riffle, Ruffle, Rustle, Rustling, Shake, Tissue, Vellum, Waving",纸张,抖动,颤动、襟翼、坠落、五彩纸屑、纸板、纸,,
PAPER,FRICTION,PAPRFric,PAPR,Paper and Cardboard. Sliding paper or scraping paper.,"Abrading, Cardboard, Count, Flip, Kraft, Manila, Paper, Papyrus, Parchment, Rub, Rubbing, Scraping, Scratch, Scratching, Scuffing, Sliding, Tissue, Vellum",纸张,碰撞,滑动、刮擦、纸板、纸,,
PAPER,HANDLE,PAPRHndl,PAPR,"Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","Bill, Browse, Cardboard, Clasp, Clutch, Count, Crease, Crinkle, Crumple, Flip, Fold, Grip, Handle, Holder, Kraft, Manila, Page, Paper, Papyrus, Parchment, Peruse, Pull, Roll, Sheet, Throw, Tissue, Toss, Turn, Vellum",纸张,手持噪音,翻、翻页、翻页、浏览、细读、纸板、纸,,
PAPER,IMPACT,PAPRImpt,PAPR,"Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","Bump, Cardboard, Drop, Dropped, Hit, Kraft, Magazine, Manila, Newspaper, Paper, Papyrus, Parchment, Punch, Slam, Slap, Smack, Strike, Thump, Tissue, Vellum, Whack",纸张,摩擦,纸张击打、拍击、巴掌、报纸、杂志、纸板、纸,,
PAPER,MISC,PAPRMisc,PAPR,Paper and Cardboard. Paper sounds not fitting another category in this list.,"Carbon, Cardstock, Construction, Copy, Craft, Crepe, Deed, Document, Dossier, Kraft, Leaf, Letter, Manila, Manuscript, Miscellaneous, Newsprint, Note, Notebook, Page, Paper, Papyrus, Parchment, Printer, Rice, Scroll, Sheet, Stationery, Tissue, Tracing, Vellum, Writing",纸张,其它,各种各样的,,
PAPER,RIP,PAPRRip,PAPR,"Paper and Cardboard. Ripping paper, paper tears.","Cardboard, Kraft, Manila, Paper, Papyrus, Parchment, Rend, Scraps, Shred, Tatter, Tear, Tearing, Tears, Tissue, Tore, Vellum",纸张,撕扯,撕裂、撕裂、撕碎、纸板、纸,,
PAPER,TONAL,PAPRTonl,PAPR,"Paper and Cardboard. Not very common, but tonal paper sounds.","Bowed, Frequency, Harmonic, Kraft, Manila, Melodic, Melodious, Musical, Papyrus, Parchment, Ping, Pitch, Resonance, Resonant, Ring, Shing, Sonorous, Sound, Timbre, Tissue, Tonal, Tone, Vellum",纸张,音乐性,音调、歌唱、铃声、纸、纸板,,
PLASTIC,BREAK,PLASBrk,PLAS,"Plastic breaking, crunches, rips, shatters.","ABS, Acetate, Acrylic, Break, Burst, Chloride, Crack, Crunch, Crush, Demolish, Destroy, Fracture, Fragment, HDPE, Nylon, Polycarbonate, Polypropylene, Polystyrene, Polyvinyl, PVC, Rip, Shatter, Smash, Snap, Splinter, Split",塑料,断裂,打破、裂缝、撕裂、粉碎、紧缩,,
PLASTIC,CRASH & DEBRIS,PLASCrsh,PLAS,"Plastic crashing, groups items falling, group destruction, plastic debris.","ABS, Acetate, Acrylic, Bits, Break, Chloride, Collision, Crash, Debris, Fall, Fragments, HDPE, Nylon, Pieces, Polycarbonate, Polypropylene, Polystyrene, Polyvinyl, PVC, Remains, Rubble, Ruins, Shards, Shatter, Smash, Wreckage",塑料,碎片,坠落、坠毁、碎片,,
PLASTIC,FRICTION,PLASFric,PLAS,"Plastic friction, such as scrapes, creaks, squeaks, screeching.","Abrasion, ABS, Acetate, Acrylic, Chloride, Creak, Creaks, Friction, Grate, Grind, Grinding, Groan, HDPE, Nylon, Polycarbonate, Polypropylene, Polystyrene, Polyvinyl, PVC, Rasp, Rasping, Rub, Rubbing, Scrape, Scraping, Scratch, Scratching, Screech, Scuffing, Sliding, Squeak, Squeaks, Stress, Wear",塑料,挤压,压力、刮擦、剐蹭、吱吱声、尖叫声,,
PLASTIC,HANDLE,PLASHndl,PLAS,"Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","ABS, Acetate, Acrylic, Catch, Chloride, Clasp, Clench, Clutch, Down, Embrace, Grab, Grasp, Grip, Handle, HDPE, Hold, Nylon, Operate, Pickup, Pluck, Polycarbonate, Polypropylene, Polystyrene, Polyvinyl, PVC, Seize, Set, Snap, Take, Throw, Toss, Use",塑料,抓取,把手、手柄、抓握、放置、拾起、放下、抛掷、握住,,
PLASTIC,IMPACT,PLASImpt,PLAS,"Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","ABS, Acetate, Acrylic, Bang, Banging, Bash, Bump, Chloride, Clap, Collide, Colliding, Crash, Crashing, Drop, Dropped, HDPE, Hit, Hitting, Impact, Impacting, Jolt, Knock, Nylon, Polycarbonate, Polypropylene, Polystyrene, Polyvinyl, Pound, Punch, PVC, Ram, Slam, Slamming, Smack, Smacking, Strike, Striking, Thrust, Thump",塑料,打击,撞击、掉落、撞击、摔打,,
PLASTIC,MISC,PLASMisc,PLAS,Plastic sounds not fitting another category in this list.,"ABS, Acetate, Acrylic, Artificial, Chloride, Fiber, HDPE, Industrial, Man-Made, Manufactured, Miscellaneous, Non-Biodegradable, Nylon, Plasticine, Polycarbonate, Polyethylene, Polymer, Polypropylene, Polystyrene, Polyurethane, Polyvinyl, PTFE, PVA, PVC, Resin, Synthetic",塑料,其它,各种各样的,,
PLASTIC,MOVEMENT,PLASMvmt,PLAS,"Plastic movement, dragging plastic or drag on plastic, rattles, shakes. See also PLASTIC-HANDLE.","ABS, Acetate, Acrylic, Agitate, Bump, Chloride, Clatter, Drag, HDPE, Jangle, Jiggle, Jingle, Nylon, Polycarbonate, Polypropylene, Polystyrene, Polyvinyl, PVC, Rattle, Roll, Ruffle, Rustle, Shake, Stir, Sway, Vibrate, Wobble",塑料,移动,拖动、滚动、摇晃、摇晃,,
PLASTIC,TONAL,PLASTonl,PLAS,"Plastic tonal sounds, with a musical quality. Probably pretty rare.","ABS, Acetate, Acrylic, Bowed, Chloride, Frequency, Harmonic, HDPE, Melodic, Melodious, Musical, Nylon, Ping, Pitch, Polycarbonate, Polypropylene, Polystyrene, Polyvinyl, PVC, Resonance, Resonant, Ring, Shing, Sonorous, Sound, Timbre, Tonal, Tone",塑料,音乐性,拨尺子、拨塑料、弹塑料、玩塑料、塑料乐器,,
RAIN,CLOTH,RAINClth,RAIN,"Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","Awning, Cloth, Cotton, Drizzle, Jacket, Precipitation, Rain, Raincoat, Rainwear, Tarp, Tent, Umbrella, Waterproof",雨,布料,涼篷、雨篷、布、夹克、伞、棉,,
RAIN,CONCRETE,RAINConc,RAIN,Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.,"Asphalt, Brick, Cement, Drizzle, Masonry, Path, Pavement, Precipitation, Rain, Sidewalk, Street",雨,水泥,雨水、水泥、路面、沥青、瓷砖、岩石,,
RAIN,GENERAL,RAIN,RAIN,"General downpour, rain on mixed materials.","Damp, Deluge, Downpour, Drenched, Drizzle, Mist, Monsoon, Precipitate, Precipitation, Rain, Rainfall, Raining, Rains, Rainstorm, Rainy, Shower, Sprinkle, Torrent, Wet",雨,通用,雨、暴雨、倾盆大雨,,
RAIN,GLASS,RAINGlas,RAIN,"Rain on a glass roof like a sunroof, or rain blown against a window as well.","Drizzle, Glass, Greenhouse, Pane, Precipitation, Rain, Sheet, Skylight, Sunroof, Window, Windshield",雨,玻璃,雨、玻璃、天窗、窗户、遮阳顶、温室,,
RAIN,INTERIOR,RAINInt,RAIN,"Interior recordings of Rain, from inside house or barn, or vehicle.","Drizzle, Indoor, Interior, Precipitation, Rain, Rainstorm, Roof, Sunroof, Windshield",雨,车内,雨、暴雨、室内雨、挡风玻璃雨、屋顶雨,,
RAIN,METAL,RAINMetl,RAIN,"Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","Can, Car, Drizzle, Gutters, Metal, Ping, Precipitation, Rain, Roof, Tin",雨,金属,雨、金属、汽车、罐头、铁皮、屋顶,,
RAIN,PLASTIC,RAINPlas,RAIN,"Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","Drizzle, Plastic, Plexiglass, Precipitation, Rain, Vinyl",雨,塑料,雨、塑料、乙烯基、有机玻璃,,
RAIN,VEGETATION,RAINVege,RAIN,"Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","Drizzle, Foliage, Grass, Jungle, Leaf, Leaves, Plants, Precipitation, Rainforest, Tree, Vegetation",雨,植物,雨水落在植物、树叶和草地上、丛林或热带雨林的雨水落在植物叶子上,,
RAIN,WATER,RAINWatr,RAIN,"Rain on water, puddles, lakes, ponds.","Drizzle, Droplets, Drops, Lake, Pond, Precipitation, Puddle, Rain, Ripples, Surface",雨,水,雨、水坑、湖泊、池塘,,
RAIN,WOOD,RAINWood,RAIN,"Rain on wood surfaces, so a deck for example.","Barn, Deck, Drizzle, Floor, Precipitation, Rain, Roof, Shed, Wood",雨,木质,雨、木、甲板、屋顶、棚、地板,,
ROBOTS,MISC,ROBTMisc,ROBT,Robot sounds not fitting another category in this list.,"AI, Android, Androids, Artificial, Automatons, Beings, Bionic, Bot, Cybernetic, Cyborg, Cyborgs, Droid, Droids, Humanoid, Lifeforms, Machines, Mechs, Synthetic",机器人,其它,自动机、机器人、机器人,,
ROBOTS,MOVEMENT,ROBTMvmt,ROBT,"Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","Actuator, AI, Android, Androids, Automatons, Bionic, Bot, Cybernetic, Cyborg, Cyborgs, Droid, Droids, Hydraulic, Machines, Mechanism, Mechs, Pneumatic, Servo, Solenoid, Synthetic",机器人,运动,伺服、螺线管、机械、气动、液压、机器人、机器人,,
ROBOTS,VOCAL,ROBTVox,ROBT,"Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI. Robot language.","AI, Android, Androids, Artificial, Automatons, Beep, Beings, Bionic, Bot, Chirp, Cybernetic, Cyborg, Cyborgs, Droid, Droids, Lifeforms, Machines, Mechs, R2D2, Synthetic",机器人,语音,机器人、啁啾、哔哔声、口哨声、机器人,,
ROCKS,BREAK,ROCKBrk,ROCK,"Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","Apart, Basalt, Boulders, Break, Breaks, Burst, Chip, Cobblestones, Crack, Cracks, Crumble, Crunches, Crush, Demolish, Destroy, Disintegrate, Formations, Fossil, Fracture, Fragment, Geology, Gneiss, Granite, Gravel, Gravelly, Hammered, Hammering, Hammers, Igneous, Limestone, Marble, Metamorphic, Minerals, Obsidian, Pebbles, Pickaxe, Pumice, Quarry, Quartzite, Rips, Sandstone, Schist, Scree, Sedimentary, Shale, Shatter, Shatters, Shingles, Slab, Slate, Slates, Smash, Snap, Specimens, Splinter, Split, Stones",岩石,断裂,断裂、裂缝、撕裂、破碎、嘎吱,,
ROCKS,CRASH & DEBRIS,ROCKCrsh,ROCK,"Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","Apart, Avalanche, Basalt, Boulders, Break, Clastic, Cobblestones, Collision, Crack, Crumble, Debris, Disintegrate, Down, Fall, Formations, Fracture, Fragment, Fragments, Geology, Gneiss, Granite, Gravel, Gravelly, Gritty, Igneous, Limestone, Marble, Metamorphic, Minerals, Moraine, Obsidian, Ore, Pebbles, Pumice, Quartzite, Remains, Rockfall, Rockslide, Rocky, Rubble, Ruins, Sandstone, Schist, Scree, Sedimentary, Shale, Shards, Shatter, Shingles, Slab, Slate, Slates, Smash, Specimens, Splinter, Stones, Up, Wreckage",岩石,碎片,掉落、碎片,,
ROCKS,FRICTION,ROCKFric,ROCK,"Rock creaks, scrapes... the stress of rock about to break.","Abrade, Abrasion, Basalt, Boulders, Cobblestones, Creaks, Erode, Formations, Geology, Gneiss, Granite, Grate, Gravel, Gravelly, Grind, Grinding, Igneous, Limestone, Marble, Metamorphic, Minerals, Obsidian, Pebbles, Pumice, Quartzite, Rasp, Rasping, Rub, Rubbing, Sandstone, Schist, Scour, Scrape, Scrapes, Scraping, Scratch, Scratching, Scree, Screech, Scuffing, Sedimentary, Shale, Shingles, Slab, Slate, Slates, Sliding, Specimens, Squeaks, Stones, Stress, Wear, Whet, Whetstone",岩石,挤压,压力、擦伤、嘎吱、吱吱声、吱吱声,,
ROCKS,HANDLE,ROCKHndl,ROCK,"Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","Basalt, Boulders, Carry, Catch, Clasp, Clench, Clutch, Cobblestones, Down, Embrace, Formations, Geology, Gneiss, Grab, Granite, Grasp, Gravel, Gravelly, Grip, Handle, Hold, Igneous, Lift, Limestone, Manipulate, Marble, Metamorphic, Minerals, Move, Obsidian, Pebbles, Pickup, Pumice, Quartzite, Sandstone, Schist, Scree, Sedimentary, Seize, Set, Shale, Shingles, Slab, Slate, Slates, Specimens, Stones, Take, Throw, Toss",岩石,抓取,挖掘机、抓握、放置、拾起、放下、抛掷、握住,,
ROCKS,IMPACT,ROCKImpt,ROCK,"Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","Bang, Banging, Basalt, Bash, Boulders, Bump, Chop, Clang, Clap, Clink, Clunk, Cobblestones, Collide, Colliding, Collision, Crash, Crashing, Drop, Dropped, Formations, Geology, Gneiss, Granite, Gravel, Gravelly, Hit, Hitting, Igneous, Impact, Impacting, Jolt, Knock, Limestone, Marble, Metamorphic, Minerals, Obsidian, Pebbles, Pound, Pumice, Quartzite, Ram, Sandstone, Schist, Scree, Sedimentary, Shale, Shingles, Shock, Slab, Slam, Slamming, Slate, Slates, Smack, Smacking, Specimens, Stones, Strike, Striking, Thrust, Thud",岩石,打击,击中、掉落、撞击、跌落、哐啷、撞击声、叮当、猛击,,
ROCKS,MISC,ROCKMisc,ROCK,Rock sounds not fitting another category in this list.,"Basalt, Boulders, Cobblestones, Formations, Geology, Gneiss, Granite, Gravel, Gravelly, Igneous, Limestone, Marble, Metamorphic, Minerals, Miscellaneous, Obsidian, Pebbles, Pumice, Quartzite, Sandstone, Schist, Scree, Sedimentary, Shale, Shingles, Slab, Slate, Slates, Specimens, Stones",岩石,其它,各种各样的,,
ROCKS,MOVEMENT,ROCKMvmt,ROCK,"Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Agitate, Basalt, Boulders, Cobblestones, Displace, Drag, Fall, Formations, Geology, Glide, Gneiss, Granite, Gravel, Gravelly, Igneous, Jiggle, Jolt, Limestone, Marble, Metamorphic, Minerals, Move, Obsidian, Oscillate, Pebbles, Pumice, Quake, Quartzite, Rattle, Rockslide, Roll, Sandstone, Schist, Scree, Sedimentary, Shake, Shale, Shift, Shingles, Shudder, Slab, Slate, Slates, Slide, Slip, Slipping, Slips, Specimens, Stones, Sway, Swing, Teeter, Topple, Tremble, Tumble, Vibrate, Wobble",岩石,移动,拖动、滚动、嘎嘎声、摇晃,,
ROCKS,TONAL,ROCKTonl,ROCK,"Tonal rocks, probably pretty rare. Singing rocks.","Basalt, Boulders, Bowed, Cobblestones, Formations, Frequency, Geology, Gneiss, Granite, Gravel, Gravelly, Harmonic, Igneous, Limestone, Marble, Melodic, Melodious, Metamorphic, Minerals, Musical, Obsidian, Pebbles, Ping, Pitch, Pumice, Quartzite, Resonance, Resonant, Ring, Sandstone, Schist, Scree, Sedimentary, Shale, Shing, Shingles, Slab, Slate, Slates, Sonorous, Sound, Specimens, Stones, Timbre, Tonal, Tone",岩石,音乐性,弓、石质乐器、玩石头、,,
ROPE,CREAK,ROPECreak,ROPE,"Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","Cable, Cord, Creak, Extend, Lengthen, Line, Paracord, Pull, Straighten, Strain, Stretch, Taut, Tension, Tight, Tug, Twine, Yank",绳索,拉扯,拉伸、拉紧、拉扯,,
ROPE,HANDLE,ROPEHndl,ROPE,"Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","Anchor, Belay, Bend, Bowline, Braid, Cable, Carry, Catch, Clasp, Clench, Clutch, Coil, Cord, Cords, Down, Garrote, Gather, Grab, Grasp, Grip, Gripping, Handle, Hitching, Hold, Knot, Knotting, Lift, Line, Manipulate, Operate, Paracord, Pickup, Pull, Pulling, Rappel, Secure, Seize, Set, Take, Tether, Tethered, Tethering, Throw, Tie, Tied, Toss, Twine, Tying, Untie, Use",绳索,抓取,抓握、放置、拾起、放下、抛掷、握住,,
ROPE,IMPACT,ROPEImpt,ROPE,"Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","Bang, Banging, Bump, Cable, Colliding, Cord, Crashing, Drop, Dropped, Flog, Flogging, Hit, Hitting, Impact, Impacting, Line, Noose, Paracord, Slam, Slamming, Slap, Smack, Smacking, Strike, Striking, Thump, Twine",绳索,打击,抽打、击中、掉落、撞击,,
ROPE,MISC,ROPEMisc,ROPE,Rope sounds not fitting another category in this list.,"Braids, Cable, Cables, Cord, Cordage, Cords, Halyard, Haul, Hawser, Knots, Lariat, Lash, Lashing, Line, Miscellaneous, Paracord, Rigging, Strand, String, Tether, Thread, Twine, Wire, Yarn",绳索,其它,各种各样的,,
ROPE,MOVEMENT,ROPEMvmt,ROPE,"Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","Cable, Coil, Coiling, Cord, Dangle, Flail, Hang, Hanging, Line, Paracord, Slack, Slacking, Sway, Swing, Toss, Twine, Uncoil, Unfurl, Unravel, Unroll, Untangle, Untwist, Unwind, Zip, Zipline, Zuzz",绳索,移动,滑索、拉链、结、领带,,
RUBBER,CRASH & DEBRIS,RUBRCrsh,RUBR,"Rubber items crashing, or rubber debris landing.","Collision, Debris, Elastic, Fragments, Latex, Neoprene, Pieces, Plop, Remains, Rubble, Ruins, Scatter, Shards, Silicone, Smash, Wreckage",橡胶,碎片,碎片、分散、扑通,,
RUBBER,FRICTION,RUBRFric,RUBR,"Rubber squeaks, balloon squeaks, a rubber shoe squeak.","Abrasion, Creak, Drag, Elastic, Grinding, Groan, Latex, Neoprene, Rasping, Rub, Rubbing, Scrape, Scraping, Scratching, Screech, Scuffing, Silicone, Sliding, Squeak, Squeaking, Stretch, Stretching, Wear",橡胶,挤压,吱吱声、拖拽、摩擦、刮擦、压力,,
RUBBER,HANDLE,RUBRHndl,RUBR,"Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","Catch, Clasp, Clench, Clutch, Condom, Down, Elastic, Embrace, Galoshes, Grab, Grasp, Grip, Handle, Hold, Innertube, Latex, Neoprene, Operate, Pickup, Seize, Set, Silicone, Squeeze, Take, Throw, Toss, Use",橡胶,抓取,抓握、放置、拾起、放下、抛掷、握住,,
RUBBER,IMPACT,RUBRImpt,RUBR,"Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","Bang, Banging, Bash, Bounce, Bump, Clap, Collide, Colliding, Crash, Crashing, Drop, Dropped, Elastic, Hit, Hitting, Impact, Impacting, Jolt, Knock, Latex, Neoprene, Pound, Punch, Ram, Silicone, Slam, Slamming, Smack, Smacking, Strike, Striking, Thrust, Thump",橡胶,打击,敲击、撞击、弹跳、掉落,,
RUBBER,MISC,RUBRMisc,RUBR,Rubber sounds not fitting another category in this list.,"Elastic, Latex, Miscellaneous, Neoprene, Polymer, Silicone, Synthetic",橡胶,其它,各种各样的,,
RUBBER,MOVEMENT,RUBRMvmt,RUBR,"Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","Bounce, Drag, Elastic, Elasticity, Flap, Flex, Flop, Latex, Move, Movement, Neoprene, Pull, Silicone, Slide, Slip, Strain, Stretch, Tension, Twist, Yank",橡胶,移动,移动、拖拽、拍打、落下,,
RUBBER,TONAL,RUBRTonl,RUBR,"Rubber movement with a tonal quality, a musical quality.","Bowed, Elastic, Frequency, Harmonic, Latex, Melodic, Melodious, Musical, Neoprene, Ping, Pitch, Resonance, Resonant, Ring, Shing, Silicone, Sonorous, Sound, Timbre, Tonal, Tone",橡胶,音乐性,音调、橡胶、歌唱,,
SCIFI,ALARM,SCIAlrm,SCI,"Overly futuristic alarms, the kind you're hear on a spaceship","Alarm, Alert, Buzzer, Fiction, Indicator, Notification, Sci-Fi, Science, Signal, Warning",科幻,警报,科幻警报、警报、警告,,
SCIFI,COMPUTER,SCICmpt,SCI,"Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","9000, Accumulator, AI, Binary, Borg, Center, Command, Computer, Console, Fiction, HAL, Holoscreen, Interface, Matrix, MCU, Quantum, Sci-Fi, Science, Skynet, Touchscreen, WOPR",科幻,电脑,计算机、控制台、界面、全屏,,
SCIFI,DOOR,SCIDoor,SCI,That Star-Trek type door. Spaceship doors.,"Access, Airlock, Bay, Blast, Doorway, Entrance, Exit, Fiction, Gateway, Hatch, Hatchbay, Opening, Passage, Pod, Portal, Sci-Fi, Science, Teleporter",科幻,门,科幻门、气闸,,
SCIFI,ENERGY,SCIEnrg,SCI,"Energy particles, vortexes, transporters, holograms, force fields.","Atomic, Fiction, Field, Flux, Force, Forcefield, Hologram, Impulse, Particle, Power, Propulsion, Sci-Fi, Science, Shield, Solar, Transporter, Vortex",科幻,能量,粒子、涡流、转运体、全息图、力场,,
SCIFI,IMPACT,SCIImpt,SCI,"A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","Blast, Collision, Energy, Fiction, Field, Force, Hit, Jolt, Photon, Sci-Fi, Science, Shield, Strike, Wave",科幻,打击,能量冲击、波浪能、力场,,
SCIFI,MACHINE,SCIMach,SCI,"Future technology machines, transporters, food replicators.","Beam, Drive, Exosuit, Fiction, Food, Holodeck, Hologram, Machine, Replicator, Replicators, Sci-Fi, Science, Screwdriver, Sonic, Teleporter, Time, Tractor, Warp",科幻,机械,传送器、食物复制器、全息成像、平台,,
SCIFI,MECHANISM,SCIMech,SCI,An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.,"Contraption, Device, Fiction, Gadget, Gizmo, Implement, Sci-Fi, Science, Scifi, Tricorder",科幻,机械设备,三录仪、科幻设备、小发明,,
SCIFI,MISC,SCIMisc,SCI,SCI-FI sounds not fitting another category in this list.,"Fiction, Miscellaneous, Sci-Fi, Science",科幻,其它,各种各样的,,
SCIFI,RETRO,SCIRetro,SCI,"Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","Cheesy, Classic, Dr, Fiction, Nostalgic, Old, Old-School, Retro, Retrofuturistic, School, Sci-Fi, Science, Theremin, Throwback, Vintage, Who",科幻,复古,老式科幻,,
SCIFI,SPACESHIP,SCIShip,SCI,"Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","Airship, Apollo, Astronaut, Battlecruiser, Cruiser, Destroyer, Enterprise, Extraterrestrial, Falcon, Fiction, Fighter, Galactica, Interstellar, LEM, Millenium, Mothership, Sci-Fi, Science, Shuttle, Space, Spacecraft, Spaceship, Spaceships, Star, Starcruiser, Starship, Tie, Transport, UFO, Vessel, X-Wing, Y-Wing",科幻,太空船,宇宙飞船、不明飞行物、母舰、战列巡洋舰、星舰,,
SCIFI,VEHICLE,SCIVeh,SCI,"Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","Bike, Buggy, Fiction, Hoverboard, Hovercraft, Landspeeder, Moon, Podracer, Rover, Sci-Fi, Science, Speeder",科幻,载具,月球车、陆行艇、超速自行车、悬浮滑板、飞梭赛车,,
SCIFI,WEAPON,SCIWeap,SCI,"Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","Advanced, Arm, Armament, Artillery, Blaster, Energy, Exotic, Fiction, Firearm, Futuristic, High-Tech, Intergalactic, Lightsaber, Lightsabers, Munition, Plasma, Sci-Fi, Science, Space-Age",科幻,武器,光剑、异种武器,,
SNOW,CRASH & DEBRIS,SNOWCrsh,SNOW,"Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","Blizzard, Collision, Crash, Debris, Drift, Flurry, Fragments, Powder, Remains, Rubble, Ruins, Shards, Slush, Smash, Snowball, Snowfall, Wreckage",雪,碎片,雪球、雪崩,,
SNOW,FRICTION,SNOWFric,SNOW,"Snow scrapes, squeaks. Skiing on snow, sledding.","Abrasion, Creak, Flurry, Grinding, Powder, Rasping, Rubbing, Scrape, Scraping, Scratching, Screech, Scuffing, Shovel, Sliding, Slush, Squeak, Stress, Wear",雪,挤压,压力、刮擦、吱吱声、吱吱声、尖啸,,
SNOW,HANDLE,SNOWHndl,SNOW,"Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","Catch, Clasp, Clench, Clutch, Down, Embrace, Flurry, Form, Grab, Grasp, Grip, Handle, Hold, Mold, Operate, Pickup, Powder, Seize, Set, Shape, Slush, Take, Throw, Toss, Use",雪,抓取,抓握、放置、拾起、放下、抛掷、握住,,
SNOW,IMPACT,SNOWImpt,SNOW,"A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","Bang, Banging, Bash, Clap, Collapse, Collide, Colliding, Crash, Crashing, Drop, Dropped, Drift, Fall, Flurry, Hit, Hitting, Impacting, Jolt, Knock, Pound, Powder, Ram, Slam, Slamming, Slush, Smack, Smacking, Snow, Snowball, Strike, Striking, Thrust, Topple",雪,打击,雪球、雪飘、倾倒、飘落,,
SNOW,MISC,SNOWMisc,SNOW,Snow sounds not fitting another category in this list.,"Cover, Flurry, Frost, Miscellaneous, Powder, Sleet, Slush, Snow, Snowdrift, Snowflakes, Snowpack",雪,其它,各种各样的,,
SNOW,MOVEMENT,SNOWMvmt,SNOW,"Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","Blow, Drag, Drift, Flurry, Fumble, Pile, Plow, Powder, Shovel, Slide, Slush, Snowfall, Wade",雪,移动,涉水、拖拽、犁地、摸索,,
SPORTS,COURT,SPRTCourt,SPRT,"Sports played on a court indoors or out, such a basketball, tennis.","Badminton, Basketball, Dodgeball, Dribbling, Fencing, Futsal, Handball, Netball, Paddleball, Pickleball, Racket, Racquetball, Shuffleboard, Squash, Table, Tennis, Volleyball",运动,球类运动,篮球、网球、击剑、排球、壁球、羽毛球、无板篮球、壁球、躲避球、沙狐球、手球,,
SPORTS,FIELD,SPRTField,SPRT,Sports played on a field outdoors such as soccer and football.,"American, Archery, Australian, Baseball, Canadian, Cricket, Field, Football, Frisbee, Gaelic, Hockey, Hurling, Infield, Lacrosse, Outfield, Polo, Rugby, Rules, Soccer, Softball, Ultimate",运动,户外运动,足球、橄榄球、棒球、曲棍球、板球、橄榄球、马球、长曲棍球,,
