raw,canonical,slot,note
小袋鼠,WILD,detail,ucs_synonym_zh
小规模冲突,WARFARE,detail,ucs_synonym_zh
小解,PEE,detail,ucs_synonym_zh
小跑,HORSE,detail,ucs_synonym_zh
小键琴,KEYED,detail,ucs_synonym_zh
小镇,TOWN,detail,ucs_synonym_zh
小餐馆,RESTAURANT & BAR,detail,ucs_synonym_zh
小麦,GRASS,detail,ucs_synonym_zh
小齿轮,GEARS,detail,ucs_synonym_zh
少年,CHILD,detail,ucs_synonym_zh
尖叫,PROTEST,detail,ucs_synonym_zh
尖叫声,FRICTION,detail,ucs_synonym_zh
尖啸,FRICTION,detail,ucs_synonym_zh
尖锐,FRICTION,detail,ucs_synonym_zh
尖锐声,FRICTION,detail,ucs_synonym_zh
尤克里里,PLUCKED,detail,ucs_synonym_zh
尼加拉瀑布,WATERFALL,detail,ucs_synonym_zh
尼康,CAMERA,detail,ucs_synonym_zh
尿尿,PEE,detail,ucs_synonym_zh
屋顶,METAL,detail,ucs_synonym_zh
屋顶雨,INTERIOR,detail,ucs_synonym_zh
展览,AMUSEMENT,detail,ucs_synonym_zh
屠刀,KNIFE,detail,ucs_synonym_zh
山峰,ALPINE,detail,ucs_synonym_zh
山猫,CAT WILD,detail,ucs_synonym_zh
山羊,FARM,detail,ucs_synonym_zh
山腰,ALPINE,detail,ucs_synonym_zh
山间空气,AIR,detail,ucs_synonym_zh
山雀,SONGBIRD,detail,ucs_synonym_zh
岩浆,VOLCANO,detail,ucs_synonym_zh
岩石,CONCRETE,detail,ucs_synonym_zh
岩石巨人,ELEMENTAL,detail,ucs_synonym_zh
岩石怪物,ELEMENTAL,detail,ucs_synonym_zh
岸边,SEASIDE,detail,ucs_synonym_zh
峡谷,RURAL,detail,ucs_synonym_zh
崩溃,CRASH & DEBRIS,detail,ucs_synonym_zh
嵌齿轮,GEARS,detail,ucs_synonym_zh
巡回犬,DOG,detail,ucs_synonym_zh
巡逻艇,MILITARY,detail,ucs_synonym_zh
工业风扇,FAN,detail,ucs_synonym_zh
工会,AMUSEMENT,detail,ucs_synonym_zh
工作场所,OFFICE,detail,ucs_synonym_zh
工作站,OFFICE,detail,ucs_synonym_zh
工作进行中,WORK IN PROGRESS,detail,ucs_synonym_zh
工具柜,CABINET,detail,ucs_synonym_zh
工具箱,METAL,detail,ucs_synonym_zh
工厂,INDUSTRIAL,detail,ucs_synonym_zh
工厂喇叭,AIR POWERED,detail,ucs_synonym_zh
左轮手枪,PISTOL,detail,ucs_synonym_zh
巨嘴鸟,TROPICAL,detail,ucs_synonym_zh
巨型蚂蚁,INSECTOID,detail,ucs_synonym_zh
巨型蜘蛛,INSECTOID,detail,ucs_synonym_zh
巨型鱿鱼,AQUATIC,detail,ucs_synonym_zh
巨大爆炸声,CRACKLE,detail,ucs_synonym_zh
巨浪,IMPACT,detail,ucs_synonym_zh
巨物,DUNGEON,detail,ucs_synonym_zh
巨蛇,REPTILIAN,detail,ucs_synonym_zh
巨蜥,REPTILIAN,detail,ucs_synonym_zh
巨鸟翼,CREATURE,detail,ucs_synonym_zh
巫师,SPELL,detail,ucs_synonym_zh
巫毒术,EVIL,detail,ucs_synonym_zh
巴拉莱卡琴,PLUCKED,detail,ucs_synonym_zh
巴掌,IMPACT,detail,ucs_synonym_zh
巴松管,WOODWIND,detail,ucs_synonym_zh
市中心,URBAN,detail,ucs_synonym_zh
市场,MARKET,detail,ucs_synonym_zh
市集,AMUSEMENT,detail,ucs_synonym_zh
布朗宁自动步枪,PISTOL,detail,ucs_synonym_zh
布谷鸟钟,MECHANICS,detail,ucs_synonym_zh
布防,ALARM,detail,ucs_synonym_zh
帐篷,RECREATIONAL,detail,ucs_synonym_zh
帕特诺斯特,ELEVATOR,detail,ucs_synonym_zh
帽子,FASHION,detail,ucs_synonym_zh
干呕,VOMIT,detail,ucs_synonym_zh
干草,GRASS,detail,ucs_synonym_zh
平交道警铃,BELL,detail,ucs_synonym_zh
平原,RURAL,detail,ucs_synonym_zh
平底锅,KITCHENWARE,detail,ucs_synonym_zh
平板车,TRUCK VAN & SUV,detail,ucs_synonym_zh
幻影,ETHEREAL,detail,ucs_synonym_zh
幻影烟花,RECREATIONAL,detail,ucs_synonym_zh
幻想,DESIGNED,detail,ucs_synonym_zh
幻想的鸟类,AVIAN,detail,ucs_synonym_zh
幻灯机,AUDIO VISUAL,detail,ucs_synonym_zh
广场,MARKET,detail,ucs_synonym_zh
床单,FLAP,detail,ucs_synonym_zh
底鼓,PERCUSSION,detail,ucs_synonym_zh
庞巴迪,JET,detail,ucs_synonym_zh
庞巴迪 737,INTERIOR,detail,ucs_synonym_zh
庞然大物,MONSTER,detail,ucs_synonym_zh
座机,TELEPHONE,detail,ucs_synonym_zh
庭院,PUBLIC PLACE,detail,ucs_synonym_zh
庭院门,SLIDING,detail,ucs_synonym_zh
建筑火灾,BURNING,detail,ucs_synonym_zh
开关,LEVER,detail,ucs_synonym_zh
开箱,ACTIVITY,detail,ucs_synonym_zh
异响,BRAKE,detail,ucs_synonym_zh
异型车,VEHICLE,detail,ucs_synonym_zh
异特龙,DINOSAUR,detail,ucs_synonym_zh
异种武器,WEAPON,detail,ucs_synonym_zh
引擎排气,SKID,detail,ucs_synonym_zh
张力,RISER,detail,ucs_synonym_zh
张力断裂,IMPACT,detail,ucs_synonym_zh
弩炮,SIEGE,detail,ucs_synonym_zh
弯刀,SWORD,detail,ucs_synonym_zh
弯曲,BREAK,detail,ucs_synonym_zh
弹出,RICOCHET,detail,ucs_synonym_zh
弹塑料,TONAL,detail,ucs_synonym_zh
弹夹,MECHANISM,detail,ucs_synonym_zh
弹射器,SIEGE,detail,ucs_synonym_zh
弹尺声,TWANG,detail,ucs_synonym_zh
弹弓,MISC,detail,ucs_synonym_zh
弹球,ARCADE,detail,ucs_synonym_zh
弹簧刀,KNIFE,detail,ucs_synonym_zh
弹药腰带,TACTICAL,detail,ucs_synonym_zh
弹跳,RICOCHET,detail,ucs_synonym_zh
强风,TURBULENT,detail,ucs_synonym_zh
录像机,AUDIO VISUAL,detail,ucs_synonym_zh
录音机,AUDIO VISUAL,detail,ucs_synonym_zh
录音机（竖笛）,WOODWIND,detail,ucs_synonym_zh
彩弹枪,MISC,detail,ucs_synonym_zh
影印机,OFFICE,detail,ucs_synonym_zh
徕卡,CAMERA,detail,ucs_synonym_zh
循环声音素材,LOOP GROUP,detail,ucs_synonym_zh
循环组,LOOP GROUP,detail,ucs_synonym_zh
微光,SHIMMER,detail,ucs_synonym_zh
微风,GUST,detail,ucs_synonym_zh
德雷克,DRAGON,detail,ucs_synonym_zh
心悸,HEARTBEAT,detail,ucs_synonym_zh
心电图,MEDICAL,detail,ucs_synonym_zh
心脏监护仪,MEDICAL,detail,ucs_synonym_zh
快速攻击船,MILITARY,detail,ucs_synonym_zh
快速铁路,SUBWAY,detail,ucs_synonym_zh
快餐店,RESTAURANT & BAR,detail,ucs_synonym_zh
怒吼,PROTEST,detail,ucs_synonym_zh
思考,DATA,detail,ucs_synonym_zh
急流,TURBULENT,detail,ucs_synonym_zh
急诊室,HOSPITAL,detail,ucs_synonym_zh
怪异,EERIE,detail,ucs_synonym_zh
怪物卡车,RACING,detail,ucs_synonym_zh
怪的,TONAL,detail,ucs_synonym_zh
恍惚,SPELL,detail,ucs_synonym_zh
恐慌,PANIC,detail,ucs_synonym_zh
恐龙,CREATURE,detail,ucs_synonym_zh
恒河鳄,REPTILE,detail,ucs_synonym_zh
恶劣天气,STORM,detail,ucs_synonym_zh
恶心,VOMIT,detail,ucs_synonym_zh
悍马,MILITARY,detail,ucs_synonym_zh
悬挂式滑翔机,MISC,detail,ucs_synonym_zh
悬架,SUSPENSION,detail,ucs_synonym_zh
悬浮滑板,VEHICLE,detail,ucs_synonym_zh
惊吓,STINGER,detail,ucs_synonym_zh
感应嗡嗡声,BUZZ & HUM,detail,ucs_synonym_zh
感应器,ELECTROMAGNETIC,detail,ucs_synonym_zh
愤怒,PROTEST,detail,ucs_synonym_zh
愤怒的人群,PROTEST,detail,ucs_synonym_zh
慢跑,HORSE,detail,ucs_synonym_zh
憨憨动物声,ANIMAL,detail,ucs_synonym_zh
戈壁,RURAL,detail,ucs_synonym_zh
戏剧化,STINGER,detail,ucs_synonym_zh
戒指,JEWELRY,detail,ucs_synonym_zh
战争,WARFARE,detail,ucs_synonym_zh
战刀,KNIFE,detail,ucs_synonym_zh
战列巡洋舰,MILITARY,detail,ucs_synonym_zh
战斗,WARFARE,detail,ucs_synonym_zh
战斗号角,TRADITIONAL,detail,ucs_synonym_zh
战斗呐喊,BATTLE,detail,ucs_synonym_zh
战舰,WARFARE,detail,ucs_synonym_zh
战锤,BLUNT,detail,ucs_synonym_zh
房子,HOUSEHOLD,detail,ucs_synonym_zh
房屋外空气,AIR,detail,ucs_synonym_zh
房间,RESIDENTIAL,detail,ucs_synonym_zh
扇动,MOVEMENT,detail,ucs_synonym_zh
手动血压计,MEDICAL,detail,ucs_synonym_zh
手套,FASHION,detail,ucs_synonym_zh
手套箱,MECHANISM,detail,ucs_synonym_zh
手抓,SKIN,detail,ucs_synonym_zh
手持,HITECH,detail,ucs_synonym_zh
手推车,WHEELED,detail,ucs_synonym_zh
手推车),WHEELED,detail,ucs_synonym_zh
手提包,BAG,detail,ucs_synonym_zh
手提箱,LUGGAGE,detail,ucs_synonym_zh
手提钻,CONSTRUCTION,detail,ucs_synonym_zh
手摇船,ROWBOAT,detail,ucs_synonym_zh
手摇铃,HANDBELL,detail,ucs_synonym_zh
手机,CELLPHONE,detail,ucs_synonym_zh
手机蜂鸣,BEEP,detail,ucs_synonym_zh
手枪,PISTOL,detail,ucs_synonym_zh
手炮,CANNON,detail,ucs_synonym_zh
手球,COURT,detail,ucs_synonym_zh
手绢,FASHION,detail,ucs_synonym_zh
手脚麻木,HEARTBEAT,detail,ucs_synonym_zh
手表,FASHION,detail,ucs_synonym_zh
手链,JEWELRY,detail,ucs_synonym_zh
手锯,HAND,detail,ucs_synonym_zh
手镯,JEWELRY,detail,ucs_synonym_zh
扑克,MISC,detail,ucs_synonym_zh
扑克机,CASINO,detail,ucs_synonym_zh
扑动,BIRD,detail,ucs_synonym_zh
扑哧,REAL,detail,ucs_synonym_zh
扑通,IMPACT,detail,ucs_synonym_zh
扑通声,DRIP,detail,ucs_synonym_zh
打击,IMPACT,detail,ucs_synonym_zh
打呼噜,SNORE,detail,ucs_synonym_zh
打喷嚏,SNEEZE,detail,ucs_synonym_zh
打嗝,BURP,detail,ucs_synonym_zh
打地鼠,ARCADE,detail,ucs_synonym_zh
打孔机,OFFICE,detail,ucs_synonym_zh
打火机,IGNITE,detail,ucs_synonym_zh
打猎叫,MISC,detail,ucs_synonym_zh
打破,BREAK,detail,ucs_synonym_zh
打鼾,SNORE,detail,ucs_synonym_zh
执勤腰带,TACTICAL,detail,ucs_synonym_zh
扩声器,FUTZED,detail,ucs_synonym_zh
扩音器,MICROPHONE,detail,ucs_synonym_zh
扫把,GARDEN,detail,ucs_synonym_zh
扫水,MOVEMENT,detail,ucs_synonym_zh
扬声器嗡嗡声,BUZZ & HUM,detail,ucs_synonym_zh
扭动,CREATURE,detail,ucs_synonym_zh
扭打,CROWD,detail,ucs_synonym_zh
扭曲,DISTORTION,detail,ucs_synonym_zh
扯破,FLESH,detail,ucs_synonym_zh
扳手,HAND,detail,ucs_synonym_zh
把手,HARDWARE,detail,ucs_synonym_zh
抓住,HANDS,detail,ucs_synonym_zh
抓取,HANDLE,detail,ucs_synonym_zh
抓地车,TRAM,detail,ucs_synonym_zh
抓握,HANDLE,detail,ucs_synonym_zh
抓衣服,IMPACT,detail,ucs_synonym_zh
投石机,SIEGE,detail,ucs_synonym_zh
抖动,MOVEMENT,detail,ucs_synonym_zh
抖衣料,CLOTH,detail,ucs_synonym_zh
抗议,PROTEST,detail,ucs_synonym_zh
折断,BREAK,detail,ucs_synonym_zh
抚摸,SKIN,detail,ucs_synonym_zh
抢夺,GRAB,detail,ucs_synonym_zh
抢枪,HANDLE,detail,ucs_synonym_zh
护具,ARMOR,detail,ucs_synonym_zh
护卫舰,MILITARY,detail,ucs_synonym_zh
护肩,SPORT,detail,ucs_synonym_zh
护胫,SPORT,detail,ucs_synonym_zh
护腿带,SPORT,detail,ucs_synonym_zh
护膝,SPORT,detail,ucs_synonym_zh
报纸,IMPACT,detail,ucs_synonym_zh
报警器系统,ELECTRONIC,detail,ucs_synonym_zh
披肩,FASHION,detail,ucs_synonym_zh
抽噎,CRYING,detail,ucs_synonym_zh
抽屉架,METAL,detail,ucs_synonym_zh
抽打,IMPACT,detail,ucs_synonym_zh
抿嘴笑,LAUGH,detail,ucs_synonym_zh
拇指琴,PLUCKED,detail,ucs_synonym_zh
拉伸,STRETCH,detail,ucs_synonym_zh
拉扯,BODYFALL,detail,ucs_synonym_zh
拉格琴,SHAKEN,detail,ucs_synonym_zh
拉紧,STRETCH,detail,ucs_synonym_zh
拍击,IMPACT,detail,ucs_synonym_zh
拍打,MOVEMENT,detail,ucs_synonym_zh
拍打冲刷,LAP,detail,ucs_synonym_zh
拔剑,TONAL,detail,ucs_synonym_zh
拖动,MOVEMENT,detail,ucs_synonym_zh
拖着,PRESENCE,detail,ucs_synonym_zh
拖网渔船,FISHING,detail,ucs_synonym_zh
拖船,INTERIOR,detail,ucs_synonym_zh
拖船喇叭,HORN,detail,ucs_synonym_zh
拖车,BOOM,detail,ucs_synonym_zh
拖钓马达,ELECTRIC,detail,ucs_synonym_zh
拘留所,PRISON,detail,ucs_synonym_zh
拥堵,URBAN,detail,ucs_synonym_zh
拨号,TELEPHONE,detail,ucs_synonym_zh
拨塑料,TONAL,detail,ucs_synonym_zh
拨尺声,TWANG,detail,ucs_synonym_zh
拨尺子,TONAL,detail,ucs_synonym_zh
拨弦,PLUCK,detail,ucs_synonym_zh
拨浪鼓,SHAKEN,detail,ucs_synonym_zh
拱门,ARC,detail,ucs_synonym_zh
拼图盒,MECHANISM,detail,ucs_synonym_zh
拼搏,EFFORTS,detail,ucs_synonym_zh
拾起,HANDLE,detail,ucs_synonym_zh
拿到,HANDLE,detail,ucs_synonym_zh
拿衣服,HANDLE,detail,ucs_synonym_zh
拿起,HANDLE,detail,ucs_synonym_zh
挂绳,KEYS,detail,ucs_synonym_zh
挂锁,LOCK,detail,ucs_synonym_zh
挖土机,CONSTRUCTION,detail,ucs_synonym_zh
挖泥船,FISHING,detail,ucs_synonym_zh
挠背,SKIN,detail,ucs_synonym_zh
挠衣服,IMPACT,detail,ucs_synonym_zh
挡风玻璃雨,INTERIOR,detail,ucs_synonym_zh
挤压,SOURCE,detail,ucs_synonym_zh
挤碎,FRICTION,detail,ucs_synonym_zh
捉人游戏,CHILDREN,detail,ucs_synonym_zh
捕捉,HANDLE,detail,ucs_synonym_zh
捕蟹船,FISHING,detail,ucs_synonym_zh
捕鱼,NAUTICAL,detail,ucs_synonym_zh
捡起,HANDLE,detail,ucs_synonym_zh
换弹,MECHANISM,detail,ucs_synonym_zh
换档,MECHANISM,detail,ucs_synonym_zh
掌上电脑,MISC,detail,ucs_synonym_zh
掌声,APPLAUSE,detail,ucs_synonym_zh
排出,HISS,detail,ucs_synonym_zh
排座式全地形车,UTILITY,detail,ucs_synonym_zh
排水管,DRAIN,detail,ucs_synonym_zh
排箫,WOODWIND,detail,ucs_synonym_zh
接住,HANDLE,detail,ucs_synonym_zh
控制台,COMPUTER,detail,ucs_synonym_zh
控制室,HITECH,detail,ucs_synonym_zh
推举椅,GYM,detail,ucs_synonym_zh
推杆,HARDWARE,detail,ucs_synonym_zh
推进器,ROCKET,detail,ucs_synonym_zh
提示音,ALERT,detail,ucs_synonym_zh
插座,HAND,detail,ucs_synonym_zh
握住,HANDLE,detail,ucs_synonym_zh
握手,SKIN,detail,ucs_synonym_zh
搅拌机,APPLIANCE,detail,ucs_synonym_zh
搜索,HARD DRIVE,detail,ucs_synonym_zh
搞笑,MISC,detail,ucs_synonym_zh
搬家,ACTIVITY,detail,ucs_synonym_zh
搬运车,WHEELED,detail,ucs_synonym_zh
搭扣,LATCH,detail,ucs_synonym_zh
摄取,EATING,detail,ucs_synonym_zh
摄影棚门,ELECTRIC,detail,ucs_synonym_zh
摇椅,FURNITURE,detail,ucs_synonym_zh
摇铃,SHAKEN,detail,ucs_synonym_zh
摔打,IMPACT,detail,ucs_synonym_zh
摔碎,CRASH & DEBRIS,detail,ucs_synonym_zh
摔跤,GRAB,detail,ucs_synonym_zh
摩托车,MOTORCYCLE,detail,ucs_synonym_zh
摩托车越野赛,MOTORCYCLE,detail,ucs_synonym_zh
摸索,MOVEMENT,detail,ucs_synonym_zh
撑杆跳,TRACK & FIELD,detail,ucs_synonym_zh
撒哈拉,DESERT,detail,ucs_synonym_zh
撒尿,PEE,detail,ucs_synonym_zh
撕碎,FLESH,detail,ucs_synonym_zh
撕裂,RIP,detail,ucs_synonym_zh
撞击,IMPACT,detail,ucs_synonym_zh
撞击声,IMPACT,detail,ucs_synonym_zh
撞击衣物,CLOTH,detail,ucs_synonym_zh
撞毁,IMPACT,detail,ucs_synonym_zh
撤防,ALARM,detail,ucs_synonym_zh
撬棒,HAND,detail,ucs_synonym_zh
撬锁,HARDWARE,detail,ucs_synonym_zh
播放器,AUDIO VISUAL,detail,ucs_synonym_zh
擦伤,FRICTION,detail,ucs_synonym_zh
擦枪,HANDLE,detail,ucs_synonym_zh
攀岩,RECREATIONAL,detail,ucs_synonym_zh
支流,FLOW,detail,ucs_synonym_zh
收发器,TRANSCEIVER,detail,ucs_synonym_zh
收获,FARM,detail,ucs_synonym_zh
收银机,METAL,detail,ucs_synonym_zh
收音机,RADIO,detail,ucs_synonym_zh
攻击,WARFARE,detail,ucs_synonym_zh
攻城塔,SIEGE,detail,ucs_synonym_zh
攻城锤,SIEGE,detail,ucs_synonym_zh
放下,IMPACT,detail,ucs_synonym_zh
放大器嗡嗡声,BUZZ & HUM,detail,ucs_synonym_zh
放屁袋,DESIGNED,detail,ucs_synonym_zh
放气,HISS,detail,ucs_synonym_zh
放牧,GRASSLAND,detail,ucs_synonym_zh
放电,ZAP,detail,ucs_synonym_zh
放置,HANDLE,detail,ucs_synonym_zh
放风场,PRISON,detail,ucs_synonym_zh
救护车警笛,SIREN,detail,ucs_synonym_zh
教堂讲坛门,SWINGING,detail,ucs_synonym_zh
教堂钟,LARGE,detail,ucs_synonym_zh
教室,SCHOOL,detail,ucs_synonym_zh
教科书,BOOK,detail,ucs_synonym_zh
数字手表,TIMER,detail,ucs_synonym_zh
数字闹钟,CLOCK,detail,ucs_synonym_zh
数据,DATA,detail,ucs_synonym_zh
数据中心,HITECH,detail,ucs_synonym_zh
数据磁带,RAW,detail,ucs_synonym_zh
数码,HITECH,detail,ucs_synonym_zh
敲击,RELAY,detail,ucs_synonym_zh
敲打,IMPACT,detail,ucs_synonym_zh
敲门,KNOCK,detail,ucs_synonym_zh
整理衣服,HANDLE,detail,ucs_synonym_zh
文件,OFFICE,detail,ucs_synonym_zh
文件夹,OFFICE,detail,ucs_synonym_zh
文件柜,METAL,detail,ucs_synonym_zh
斑羚,WILD,detail,ucs_synonym_zh
斑马,HORSE,detail,ucs_synonym_zh
斗殴,IMPACT,detail,ucs_synonym_zh
斗篷,FLAP,detail,ucs_synonym_zh
斜躺自行车,BICYCLE,detail,ucs_synonym_zh
斧头,AXE,detail,ucs_synonym_zh
斩断,STAB,detail,ucs_synonym_zh
断崖,RURAL,detail,ucs_synonym_zh
断裂,BREAK,detail,ucs_synonym_zh
斯基球街机游戏,ARCADE,detail,ucs_synonym_zh
斯平纳琴,KEYED,detail,ucs_synonym_zh
斯特乐风迷你笔触琴,EXPERIMENTAL,detail,ucs_synonym_zh
新年,CELEBRATION,detail,ucs_synonym_zh
新闻短乐句,STINGER,detail,ucs_synonym_zh
方向舵,MECHANISM,detail,ucs_synonym_zh
方程式赛车,RACING,detail,ucs_synonym_zh
方舟,ARC,detail,ucs_synonym_zh
施乐,OFFICE,detail,ucs_synonym_zh
施法,SPELL,detail,ucs_synonym_zh
旅游博览会,AMUSEMENT,detail,ucs_synonym_zh
旅游巴士,BUS,detail,ucs_synonym_zh
旅鼠,RODENT,detail,ucs_synonym_zh
旋翼机,HELICOPTER,detail,ucs_synonym_zh
旋转,SWISH,detail,ucs_synonym_zh
旋转拨号,TELEPHONE,detail,ucs_synonym_zh
旋转椅,AMUSEMENT,detail,ucs_synonym_zh
旋转门,REVOLVING,detail,ucs_synonym_zh
旋风,TYPHOON,detail,ucs_synonym_zh
无人驾驶飞行器,RADIO CONTROLLED,detail,ucs_synonym_zh
无叶风扇,FAN,detail,ucs_synonym_zh
无板篮球,COURT,detail,ucs_synonym_zh
旧车,JALOPY,detail,ucs_synonym_zh
旱冰,SKATE,detail,ucs_synonym_zh
时钟齿轮,MECHANICS,detail,ucs_synonym_zh
旺火,WHOOSH,detail,ucs_synonym_zh
昆虫,INSECT,detail,ucs_synonym_zh
明轮船,STEAM,detail,ucs_synonym_zh
晃动,MOVEMENT,detail,ucs_synonym_zh
晕车,VOMIT,detail,ucs_synonym_zh
晚会,CELEBRATION,detail,ucs_synonym_zh
晚餐铃,HANDBELL,detail,ucs_synonym_zh
智能手机,CELLPHONE,detail,ucs_synonym_zh
暖气。,HVAC,detail,ucs_synonym_zh
暗流,UNDERWATER,detail,ucs_synonym_zh
暗笑,LAUGH,detail,ucs_synonym_zh
暴动,ANGRY,detail,ucs_synonym_zh
暴雨,GENERAL,detail,ucs_synonym_zh
暴风雪,TUNDRA,detail,ucs_synonym_zh
暴龙,DINOSAUR,detail,ucs_synonym_zh
曲柄,RATCHET,detail,ucs_synonym_zh
曲棍球,FIELD,detail,ucs_synonym_zh
曼陀铃,PLUCKED,detail,ucs_synonym_zh
最终混音,MIX,detail,ucs_synonym_zh
月球车,VEHICLE,detail,ucs_synonym_zh
有机玻璃,PLASTIC,detail,ucs_synonym_zh
有线电话,TELEPHONE,detail,ucs_synonym_zh
服务器,HITECH,detail,ucs_synonym_zh
服务铃,MISC,detail,ucs_synonym_zh
朝圣,RELIGIOUS,detail,ucs_synonym_zh
木乃伊,HUMANOID,detail,ucs_synonym_zh
木工,CONSTRUCTION,detail,ucs_synonym_zh
木材,CRASH & DEBRIS,detail,ucs_synonym_zh
木板路,SEASIDE,detail,ucs_synonym_zh
木框,WOOD,detail,ucs_synonym_zh
木车,WAGON,detail,ucs_synonym_zh
木门,CREAK,detail,ucs_synonym_zh
未处理的素材,RAW,detail,ucs_synonym_zh
未完成,WORK IN PROGRESS,detail,ucs_synonym_zh
未知的,WTF,detail,ucs_synonym_zh
机动车,ANTIQUE,detail,ucs_synonym_zh
机房,HITECH,detail,ucs_synonym_zh
杂志,BOOK,detail,ucs_synonym_zh
杂种狗,DOG,detail,ucs_synonym_zh
杆链锯,GARDEN,detail,ucs_synonym_zh
村庄,SUBURBAN,detail,ucs_synonym_zh
杜西冬琴,KEYED,detail,ucs_synonym_zh
杜鹃,MISC,detail,ucs_synonym_zh
杠杆,LEVER,detail,ucs_synonym_zh
杠铃,GYM,detail,ucs_synonym_zh
来源,SOURCE,detail,ucs_synonym_zh
杯子,GLASSWARE,detail,ucs_synonym_zh
松鸡,FOWL,detail,ucs_synonym_zh
松鼠,RODENT,detail,ucs_synonym_zh
板球,FIELD,detail,ucs_synonym_zh
林地,FOREST,detail,ucs_synonym_zh
林荫大道,TRAFFIC,detail,ucs_synonym_zh
果蝇,INSECT,detail,ucs_synonym_zh
果蝠,BAT,detail,ucs_synonym_zh
枪口装填器,ANTIQUE,detail,ucs_synonym_zh
枪声,MECHANISM,detail,ucs_synonym_zh
枪套,HANDLE,detail,ucs_synonym_zh
枪掉落,HANDLE,detail,ucs_synonym_zh
枪栓,MECHANISM,detail,ucs_synonym_zh
柔道,GRAB,detail,ucs_synonym_zh
柜子,FURNITURE,detail,ucs_synonym_zh
柯基,DOG,detail,ucs_synonym_zh
柯尔特左轮手枪,PISTOL,detail,ucs_synonym_zh
柯达,CAMERA,detail,ucs_synonym_zh
柴堆,BURNING,detail,ucs_synonym_zh
柴油发动机,COMBUSTION,detail,ucs_synonym_zh
柴油火车,DIESEL,detail,ucs_synonym_zh
柴犬,DOG,detail,ucs_synonym_zh
栅栏门,GATE,detail,ucs_synonym_zh
标枪投掷,TRACK & FIELD,detail,ucs_synonym_zh
标识,TRADEMARKED,detail,ucs_synonym_zh
标题乐句,STINGER,detail,ucs_synonym_zh
树倒下,TREE,detail,ucs_synonym_zh
树叶,VEGETATION,detail,ucs_synonym_zh
树叶和草地上,VEGETATION,detail,ucs_synonym_zh
树懒,WILD,detail,ucs_synonym_zh
树林,FOREST,detail,ucs_synonym_zh
树枝,TREE,detail,ucs_synonym_zh
树枝折断,TREE,detail,ucs_synonym_zh
树铃,CHIME,detail,ucs_synonym_zh
校园暴力,ANGRY,detail,ucs_synonym_zh
校铃,BELL,detail,ucs_synonym_zh
核火箭,ROCKET,detail,ucs_synonym_zh
核磁共振,MEDICAL,detail,ucs_synonym_zh
格斗,GRAB,detail,ucs_synonym_zh
格洛克手枪,PISTOL,detail,ucs_synonym_zh
桌子,FURNITURE,detail,ucs_synonym_zh
桌面整理器,PLASTIC,detail,ucs_synonym_zh
桨板,MISC,detail,ucs_synonym_zh
桨船,MISC,detail,ucs_synonym_zh
梯级瀑布,WATERFALL,detail,ucs_synonym_zh
棒球,SPORT,detail,ucs_synonym_zh
棒球场,PARK,detail,ucs_synonym_zh
棒球棍,BLUNT,detail,ucs_synonym_zh
棘轮,RATCHET,detail,ucs_synonym_zh
棘龙,DINOSAUR,detail,ucs_synonym_zh
森林,FOREST,detail,ucs_synonym_zh
椅子,FURNITURE,detail,ucs_synonym_zh
植物,VEGETATION,detail,ucs_synonym_zh
植物园,PARK,detail,ucs_synonym_zh
植被,VEGETATION,detail,ucs_synonym_zh
椰铃,SHAKEN,detail,ucs_synonym_zh
榴弹炮,ARTILLERY,detail,ucs_synonym_zh
槽刨机,POWER,detail,ucs_synonym_zh
模块化合成器,SYNTHETIC,detail,ucs_synonym_zh
模拟合成器,SYNTHETIC,detail,ucs_synonym_zh
樱桃炸弹,RECREATIONAL,detail,ucs_synonym_zh
橄榄压榨机,ANTIQUE,detail,ucs_synonym_zh
橄榄球,FIELD,detail,ucs_synonym_zh
橡胶,CREAK,detail,ucs_synonym_zh
橡胶手套,MEDICAL,detail,ucs_synonym_zh
橱柜,CABINET,detail,ucs_synonym_zh
次谐波,RUMBLE,detail,ucs_synonym_zh
欢呼,APPLAUSE,detail,ucs_synonym_zh
欢呼声,SPORT,detail,ucs_synonym_zh
歇斯底里,LAUGH,detail,ucs_synonym_zh
歌唱,TONAL,detail,ucs_synonym_zh
正义的,ANGELIC,detail,ucs_synonym_zh
正弦波扫描,TEST TONE,detail,ucs_synonym_zh
步行,HORSE,detail,ucs_synonym_zh
武士刀,SWORD,detail,ucs_synonym_zh
死灵法术,EVIL,detail,ucs_synonym_zh
死胡同,SUBURBAN,detail,ucs_synonym_zh
死锁,LOCK,detail,ucs_synonym_zh
残骸,CRASH & DEBRIS,detail,ucs_synonym_zh
比萨店,RESTAURANT & BAR,detail,ucs_synonym_zh
毛瑟枪,RIFLE,detail,ucs_synonym_zh
毛绒动物,MISC,detail,ucs_synonym_zh
毛骨悚然,EERIE,detail,ucs_synonym_zh
气动,HYDRAULIC & PNEUMATIC,detail,ucs_synonym_zh
气动工具,PNEUMATIC,detail,ucs_synonym_zh
气动棘轮,PNEUMATIC,detail,ucs_synonym_zh
气压释放,BLOW,detail,ucs_synonym_zh
气喇叭,AIR POWERED,detail,ucs_synonym_zh
气垫船,AIR BOAT,detail,ucs_synonym_zh
气枪,MISC,detail,ucs_synonym_zh
气爆,BURST,detail,ucs_synonym_zh
