raw,canonical_guess,kind,slot_guess,record_count,field_hit_count,example_count,score,decision,reason,source_fields,example_1,example_2,example_3,catid_samples,category_samples,source_files,fx_name_hits,description_hits,keywords_hits,filename_hits,field_quality,example_quality,category_alignment,existing_canonical_status,approved_for_ai,qa_flags
driving external,Driving External,phrase,unknown,340,340,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
behind shooter,Behind Shooter,phrase,unknown,335,335,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
car driving external,Car Driving External,phrase,unknown,310,310,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
encoded double,Encoded Double,phrase,unknown,292,292,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
toymech gun,Toymech Gun,phrase,unknown,287,574,3,10,reject,record_count>=100 +15; field_diversity>=1.5 +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
gas operated,Gas Operated,phrase,unknown,284,284,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""AVS 36 Single Shot 0m"",""description"":""Gas operated semi automatic rifle, cal 7.62x54r. Lavalier attached to the collar of the shooter. Second World War, WWII Weapons."",""category"":""GUNS/RIFLE"",""cat_id"":""GUNRif""}","{""fx_name"":""AVS 36 Single Shot 100m"",""description"":""Gas operated semi automatic rifle, cal 7.62x54r. X/Y handheld recorder positioned 100m from the shooter position in a nearby forest. Second…"",""category"":""GUNS/RIFLE"",""cat_id"":""GUNRif""}","{""fx_name"":""AVS 36 Single Shot 20m"",""description"":""Gas operated semi automatic rifle, cal 7.62x54r. ORTF3D positioned 20m behind the shooter. Second World War, WWII Weapons."",""category"":""GUNS/RIFLE"",""cat_id"":""GUNRif""}",GUNRif; GUNAuto,GUNS/RIFLE; GUNS/AUTOMATIC,00_WWII_Firearms_CK_Metadata.xlsx#WWII Firearms CK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
ghoul zombie,Ghoul Zombie,phrase,unknown,284,284,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
ghoul zombie skeleton,Ghoul Zombie Skeleton,phrase,unknown,284,284,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
skeleton undead,Skeleton Undead,phrase,unknown,284,284,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
zombie skeleton,Zombie Skeleton,phrase,unknown,284,284,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
zombie skeleton undead,Zombie Skeleton Undead,phrase,unknown,284,284,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
pistol cal,Pistol Cal,phrase,unknown,281,281,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
gun right,Gun Right,phrase,unknown,279,279,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
gun right left,Gun Right Left,phrase,unknown,279,279,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
left shooter,Left Shooter,phrase,unknown,279,279,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
right left shooter,Right Left Shooter,phrase,unknown,279,279,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
field setup,Field Setup,phrase,unknown,276,276,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
open field setup,Open Field Setup,phrase,unknown,276,276,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
semi automatic,Semi Automatic,phrase,unknown,265,265,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""SEMI AUTOMATIC RIFLE Caliber 7.62, close, 2m, indoors, XY Stereo."",""category"":""GUNS/RIFLE"",""cat_id"":""""}","{""fx_name"":"""",""description"":""SEMI AUTOMATIC RIFLE Caliber 7.62, distant, 16m distance, HH stereo."",""category"":""GUNS/RIFLE"",""cat_id"":""""}","{""fx_name"":"""",""description"":""SEMI AUTOMATIC RIFLE Caliber 7.62, medium close, 4m distance, XY Stereo."",""category"":""GUNS/RIFLE"",""cat_id"":""""}",GUNRif,GUNS/RIFLE,00_WWII_Firearms_CK_Metadata.xlsx#WWII Firearms CK; 00_Cyber_Weapons_CK_Metadata.xlsx#CWCK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
hit hard,Hit Hard,phrase,unknown,262,290,3,15,reject,record_count>=100 +15; appears_in_fx_name +15; unnatural_order -15; policy=hard_reject,fx_name=15; description=0; keywords=0; filename=0,"{""fx_name"":""Rattled Hit Hard"",""description"":""Sturdy, hard rattled hit producing a deep resonance."",""category"":""WOOD/IMPACT"",""cat_id"":""""}","{""fx_name"":""Rattled Hit Hard Ensemble"",""description"":""Hard, impactful ensemble rattled hit."",""category"":""WOOD/IMPACT"",""cat_id"":""""}","{""fx_name"":""Hit Hard"",""description"":""Forceful water strike with sharp attack and wet burst."",""category"":""WATER/IMPACT"",""cat_id"":""WATRImpt""}",MUSCTnprc; MUSCPerc; WATRImpt; CLOTHImpt; FGHTImpt,MUSICAL/PERCUSSION; WOOD/IMPACT; MUSICAL/PERCUSSION TUNED; WATER/IMPACT; CLOTH/IMPACT,00_Cinematic_Impacts_CK_Metadata.xlsx#CICK; 00_Magic_Alchemy_CK_Metadata.xlsx#MALCK; 00_Toolbox_Metadata.xlsx#MBTB; 00_Violent_Combat_CK_Metadata.xlsx#VCCK,15,0,0,0,medium,high,mixed,existing_unknown,no,ambiguous_token;category_mixed;rejected_evidence
skeleton undead mummy,Skeleton Undead Mummy,phrase,unknown,260,260,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
undead mummy,Undead Mummy,phrase,unknown,260,260,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
bolt action,Bolt Action,phrase,unknown,250,250,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""G33 Single Shot 0m"",""description"":""Bolt action rifle, cal 8x57is. Lavalier attached to the collar of the shooter. Second World War, WWII Weapons."",""category"":""GUNS/RIFLE"",""cat_id"":""GUNRif""}","{""fx_name"":""G33 Single Shot 100m"",""description"":""Bolt action rifle, cal 8x57is. X/Y handheld recorder positioned 100m from the shooter position in a nearby forest. Second World War, WWII W…"",""category"":""GUNS/RIFLE"",""cat_id"":""GUNRif""}","{""fx_name"":""G33 Single Shot 20m"",""description"":""Bolt action rifle, cal 8x57is. ORTF3D positioned 20m behind the shooter. Second World War, WWII Weapons."",""category"":""GUNS/RIFLE"",""cat_id"":""GUNRif""}",GUNRif,GUNS/RIFLE,00_WWII_Firearms_CK_Metadata.xlsx#WWII Firearms CK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
cal acp,Cal Acp,phrase,unknown,249,249,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
ball metal,Ball Metal,phrase,unknown,243,247,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
clash hit,Clash Hit,phrase,unknown,242,242,3,15,reject,record_count>=100 +15; phrase_ends_with_action +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
clash hit hard,Clash Hit Hard,phrase,unknown,242,242,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
collision clash,Collision Clash,phrase,unknown,242,242,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
collision clash hit,Collision Clash Hit,phrase,unknown,242,242,3,15,reject,record_count>=100 +15; phrase_ends_with_action +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
hard ball,Hard Ball,phrase,unknown,242,242,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
hard ball metal,Hard Ball Metal,phrase,unknown,242,242,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
hit hard ball,Hit Hard Ball,phrase,unknown,242,242,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
mid size,Mid Size,phrase,unknown,242,242,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. External, in engine compartment. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. External, at exhaust. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. Internal, inside car. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;rejected_evidence
mortar cal,Mortar Cal,phrase,unknown,242,242,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
vehicle mid,Vehicle Mid,phrase,unknown,242,242,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. External, in engine compartment. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. External, at exhaust. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. Internal, inside car. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
vehicle mid size,Vehicle Mid Size,phrase,unknown,242,242,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. External, in engine compartment. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. External, at exhaust. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE MID SIZE ESTATE CAR Driving. Internal, inside car. 2004 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
close meter,Close Meter,phrase,unknown,235,235,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
single shots,Single Shots,phrase,unknown,234,234,3,0,reject,record_count>=100 +15; generic_detail -20; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""Steel cannon, cal 60mm. Single shots with soft attack and strong, mechanical elements and a long tail."",""category"":""#REF!/#REF!"",""cat_id"":""GUNCano""}",,,GUNCano,#REF!/#REF!,00_Cannons_CK_Metadata.xlsx#Kopie von CANNONS Shots DS,0,20,0,0,low,low,weak,existing_unknown,no,ambiguous_token;description_only;category_mismatch;duplicate_examples;insufficient_unique_examples;rejected_evidence
xy setup,Xy Setup,phrase,unknown,234,234,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Agony 3m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with a XY setup very close."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 60m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with a XY setup from afar and behind."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 70m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with a XY setup far away."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
front shooter,Front Shooter,phrase,unknown,232,232,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
cal shotgun,Cal Shotgun,phrase,unknown,230,230,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
female voice,Female Voice,phrase,unknown,230,230,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Animalistic Alerted"",""description"":""Orc, Ogre, Cyclops, Fantasy. Female voice, growling aggressively."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Animalistic Attack"",""description"":""Orc, Ogre, Cyclops, Fantasy. Female voice, screaming and growling short and aggressively."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Animalistic Attack Long"",""description"":""Orc, Ogre, Cyclops, Fantasy. Female voice, screaming and growling long and aggressively."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}",CREAHmn,CREATURES/HUMANOID,00_Creatures_Humanoid_CK_Metadata.xlsx#CRHCK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;rejected_evidence
long tail,Long Tail,phrase,unknown,226,240,3,15,reject,record_count>=100 +15; appears_in_fx_name +15; unnatural_order -15; policy=hard_reject; governed_aliases=2,fx_name=5; description=12; keywords=3; filename=0,"{""fx_name"":""Soft Explosion Long Tail"",""description"":""Soft and lingering whimsical explosion ending with a long tail."",""category"":""EXPLOSIONS/DESIGNED"",""cat_id"":""EXPLDsgn""}","{""fx_name"":""Impact Sweetener Synthetic Flutter Long Tail"",""description"":""Long tail end of a synthetic impact. Wobbling and fluttering."",""category"":""DESIGNED/MISC"",""cat_id"":""DSGNMisc""}","{""fx_name"":""Sweetener Large Strike Long Tail"",""description"":""Big strike sweetener with extended tail and wide stereo presence."",""category"":""EXPLOSIONS/DESIGNED"",""cat_id"":""EXPLDsgn""}",GUNCano; EXPLDsgn; MAGSpel; WATRSplsh; DSGNMisc,#REF!/#REF!; EXPLOSIONS/DESIGNED; MAGIC/SPELL; GUNS/CANNON; DESIGNED/MISC,00_Cannons_CK_Metadata.xlsx#Kopie von CANNONS Shots DS; 00_Magic_Alchemy_CK_Metadata.xlsx#MALCK; 00_Mutate_Organic_CK.xlsx#MOCK; 00_Cannons_CK_Metadata.xlsx#CACK; 00_Casual_UI_CK_Metadata.xlsx#CK,5,12,3,0,medium,high,weak,existing_keep,no,ambiguous_token;category_mismatch;duplicate_examples;rejected_evidence
behind gun,Behind Gun,phrase,unknown,224,224,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
behind gun right,Behind Gun Right,phrase,unknown,224,224,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
setup very,Setup Very,phrase,unknown,221,221,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Agony 3m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an AB setup very close."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Beg 01 3m"",""description"":""A squad of 10 women whining and whimpering. Recorded in an open field with an AB setup very close."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Beg 02 3m"",""description"":""A squad of 10 women whining and whimpering. Recorded in an open field with an AB setup very close."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
setup very close,Setup Very Close,phrase,unknown,221,221,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Agony 3m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an AB setup very close."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Beg 01 3m"",""description"":""A squad of 10 women whining and whimpering. Recorded in an open field with an AB setup very close."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Beg 02 3m"",""description"":""A squad of 10 women whining and whimpering. Recorded in an open field with an AB setup very close."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
compact car,Compact Car,phrase,unknown,219,219,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, in engine compartment. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, at exhaust. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. Internal, inside car. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
vehicle compact,Vehicle Compact,phrase,unknown,219,219,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, in engine compartment. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, at exhaust. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. Internal, inside car. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
vehicle compact car,Vehicle Compact Car,phrase,unknown,219,219,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, in engine compartment. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, at exhaust. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. Internal, inside car. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
echoing tail,Echoing Tail,phrase,unknown,217,217,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""Steel carronade, cal 54mm. Single shots with crisp attack and a long, echoing tail."",""category"":""#REF!/#REF!"",""cat_id"":""GUNCano""}","{""fx_name"":""Sweetener Crack Low Texture Transients"",""description"":""Steel cannon, cal 60mm. Single shots with crisp attack and a long, echoing tail."",""category"":""#REF!/#REF!"",""cat_id"":""GUNCano""}","{""fx_name"":""Sweetener Distortion Shot Low Texture"",""description"":""Steel burgundian, cal 62mm. Distant single shots with crisp attack and a smooth, echoing tail."",""category"":""#REF!/#REF!"",""cat_id"":""GUNCano""}",GUNCano,#REF!/#REF!,00_Cannons_CK_Metadata.xlsx#Kopie von CANNONS Shots DS,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
side gasoline,Side Gasoline,phrase,unknown,217,217,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
ready use,Ready Use,phrase,unknown,216,216,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
ready use loop,Ready Use Loop,phrase,unknown,216,216,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
use loop,Use Loop,phrase,unknown,216,216,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Beg Calm Far"",""description"":""An enormous troop of women whining and whimpering with sparse expressions far away with a washed out character. Ready to use loop."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Beg Huge Calm Close"",""description"":""A massive mob of women whining and whimpering with sparse expressions at a very close distance. Ready to use loop."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Beg Huge Calm Distant"",""description"":""A massive mob of women whining and whimpering with sparse expressions at a distance. Ready to use loop."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
